en,es
"Morphine, codeine, and other substances  made directly from the poppy are called opiates.","La morfina, la codna y otras sustancias hechas directamente del pavo se llaman opiates."
"In the 20th century, drug companies  created a slew of synthetic substances similar to these opiates, including heroin, hydrocodone,  oxycodone, and fentanyl.","En el siglo XX, las compaas de drogas crearon un montón de sustancias sintéticas similares a estos opiates, incluyendo herona, hidrócodona, oxicodona y fentanyl."
"Whether synthetic or derived from opium, these compounds  are collectively known as opioids.","Que sea sintética o derivada del opio, estos compuestos son colectivamente conocidos como opioides."
"Synthetic or natural, legal or illicit,  opioid drugs are very effective painkillers, but they are also highly addictive.","Las drogas sintéticas o naturales, legales o ilegales, los opioides son analgésicos muy efectivos, pero también son altamente adictivas."
"In the 1980s and 90s, pharmaceutical companies began  to market opioid painkillers aggressively, actively downplaying  their addictive potential to both the medical community  and the public.","En los 80 y 90, las compaas farmacéuticas comenzaron a comercializar los analgésicos opioides agresivamente, reduciendo activamente su potencial de adictión tanto para la comunidad médica como para el pblico."
"The number of opioid painkillers  prescriptions skyrocketed, and so did cases of opioid addiction,  beginning a crisis that continues today.","El nmero de recetas de analgésicos opioides escaló, y también los casos de adicción a los opioides, comenzando una crisis que continua hoy."
"To understand why opioids  are so addictive, it helps to trace how these drugs affect  the human body from the first dose, through repeated use,  to what happens when long-term use stops.","Para entender por qué los opioides son tan adictos, ayuda a trazar cómo estas drogas afectan el cuerpo humano desde la primera dosis, a través del uso repetido, hasta lo que sucede cuando el uso a largo plazo se detiene."
"Each of these drugs  has slightly different chemistry, but all act on the body’s opioid system by binding to opioid receptors in the brain.The body’s endorphins temper pain signals  by binding to these receptors, and opioid drugs bind  much more strongly, ","Cada una de estas drogas tiene una qumica ligeramente diferente, pero todos actan en el sistema de opioides del cuerpo al conectarse a los receptores opioides del cerebro.Las endorphinas del cuerpo temperan las seales del dolor al conectarse a estos receptores, y los opioides se unen mucho más fuertemente,"
Opioid receptors also influence everything from mood to normal bodily functions.,"Los receptores oioides también influyen en todo, desde el estándolo hasta las funciones corporales normales."
"With these functions, too,  opioids’ binding strength and durability mean their effects  are more pronounced and widespread than those of the body’s  natural signaling molecules.","Con estas funciones también, la fuerza y la persistencia de los opioides significan que sus efectos son más pronunciados y amplios que las de las moléculas de sealo natural del cuerpo."
"When a drug binds to opioid receptors,  it triggers the release of dopamine, which is linked to feelings of pleasure  and may be responsible for the sense of euphoria  that characterizes an opioid high.","Cuando una droga se unice a los receptores opioides, desencadena la liberación de dopamina, que está relacionada con sentimientos de placer y puede ser responsable del sentido de euforia que caracteriza un alto opioide."
"At the same time, opioids suppress  the release of noradrenaline, which influences wakefulness, breathing,  digestion, and blood pressure.","Al mismo tiempo, los opioides suprimen la liberación de la noradrenalina, que influye en la relación, la respiración, la digestión y la presión sangunea."
A therapeutic dose decreases noradrenaline enough to cause side effects like constipation.,Una dosis terapéutica disminuye la noradrenalina suficientemente para causar efectos secundarios como la constipación.
"At higher doses opioids can decrease heart and breathing rates to dangerous levels, causing loss of consciousness  and even death.Over time, the body starts  to develop a tolerance for opioids.It may decrease its number  of opioid receptors, or the recepto","A dosis más altas, los opioides pueden reducir las tasas de corazón y respiración a niveles peligrosos, causando pérdida de conciencia e incluso muerte.A través del tiempo, el cuerpo empieza a desarrollar una tolerancia contra los opioides.Puede reducir su nmero de receptores opioides, o el recepto."
"To experience the same release of dopamine and resulting mood effects as before, people have to take  larger and larger doses— a cycle that leads to physical dependence  and addiction.","Para experimentar la misma liberación de dopamina y los efectos de estatus resultantes como antes, la gente tiene que tomar dosis cada vez más grandes, un ciclo que conduce a dependencia fsica y adicción."
"As people take more opioids  to compensate for tolerance, noradrenaline levels  become lower and lower, to a point that could impact  basic bodily functions.","A medida que la gente toma más opioides para compensar la tolerancia, los niveles de noradrenalina se vuelven más bajos y bajos, hasta un punto que podra afectar las funciones corporales básicas."
The body compensates by increasing  its number of noradrenaline receptors so it can detect much smaller amounts  of noradrenaline.,El cuerpo compensa aumentando su nmero de receptores noradrenalinas para detectar cantidades mucho más pequeas de noradrenalina.
"This increased sensitivity  to noradrenaline allows the body  to continue functioning normally— in fact, it becomes dependent on opioids  to maintain the new balance.","Esta mayor sensibilidad a la noradrenalina permite al cuerpo continuar funcionando normalmente, de hecho, se vuelve dependiente de los opioides para mantener el nuevo equilibrio."
"When someone who is physically dependent  on opioids stops taking them abruptly, that balance is disrupted.","Cuando alguien dependido fsicamente de los opioides dejó de tomarlos abruptamente, ese equilibrio está interrumpido."
Noradrenaline levels can increase  within a day of ceasing opioid use.,Los niveles de noradrenalina pueden aumentar en un da de detener el uso de opioides.
But the body takes much longer  to get rid of all the extra noradrenaline receptors  it made.,Pero el cuerpo lleva mucho más tiempo deshacerse de todos los receptores adicionales de noradrenalina que hizo.
That means there’s a period of time when the body is too sensitive  to noradrenaline.,Eso significa que hay un perodo de tiempo en el que el cuerpo es demasiado sensible a la noradrenalina.
"This oversensitivity causes  withdrawal symptoms, including muscle aches, stomach pains,  fever, and vomiting.","Esta sobresensibilidad provoca sntomas de seguimiento, incluyendo dolores musculares, dolores del estómago, fibre y vomir."
"Though temporary, opioid withdrawal  can be incredibly debilitating.","Aunque temporal, el retiro de opioides puede ser increblemente debilitante."
"In serious cases, someone in withdrawal  can be violently ill for days or even weeks.","En casos graves, alguien en retiro puede estar enfermo violentamente durante das o incluso semanas."
"People who are addicted to opioids  aren't necessarily using the drugs to get high anymore,  but rather to avoid being sick.","Las personas adictas a los opioides no necesariamente usan las drogas para llegar a alto, sino para evitar estar enfermados."
"Many risk losing wages or even jobs  while in withdrawal, or may not have anyone to take care  of them during withdrawal.","Muchos riesgan perder salarios o incluso empleos mientras se retiran, o quizá no tienen a nadie que cuidarlos durante el retiro."
"If someone goes back  to using opioids later, they can be at particularly high risk  for overdose, because what would have been a standard  dose while their tolerance was high, can now be lethal.","Si alguien volva a usar opioides más tarde, puede estar en un alto riesgo de sobredosis, porque lo que habra sido una dosis estándar mientras su tolerancia era alta, puede ser letal."
"Since 1980, accidental deaths  from opioid overdose have grown exponentially  in the United States, and opioid addictions have  also exploded around the world.","Desde 1980, las muertes accidentales por sobredosis de opioides han crecido exponencialmente en EE.UU.y las adicciones a opioides también han explotado en todo el mundo."
"While opioid painkiller prescriptions  are becoming more closely regulated, cases of overdose and addiction  are still increasing, especially among younger people.","Aunque las recetas de los analgésicos opioides están cada vez más reglementadas, los casos de sobredosis y adicción an están aumentando, especialmente entre las personas más jóvenes."
"Many of the early cases of addiction  were middle-aged people who became addicted to painkillers  they had been prescribed, or received from friends  and family members with prescriptions.","Muchos de los primeros casos de adicción eran personas de edad media que se volvieron adictas a los analgésicos que se les haban prescriido, o reciban de amigos y familiares con recetas."
"Today, young people are often introduced  to prescription opioid drugs in those ways but move on to heroin or illicit  synthetic opioids that are cheaper and easier to come by.","Hoy, a menudo, los jóvenes se introdujeron a drogas opioides recetadas de esa manera pero pasan a herona o opioides sintéticos ilegales que son más baratos y más fáciles de llegar."
"Beyond tighter regulation  of opioid painkillers, what can we do to reverse the growing  rates of addiction and overdose?A drug called naloxone is currently  our best defense against overdose.Naloxone binds to opioid receptors  but doesn’t activate them.It","Además de una regulación más dura de los analgésicos opioides, qué podemos hacer para invertir las tasas crecientes de adicción y sobredosis?Una droga llamada naloxone es actualmente nuestra mejor defensa contra la sobredosis.La naloxone se unió a los receptores de opioides pero no los activa."
"Opioid addiction  is rarely a stand-alone illness; frequently, people with opioid dependence  are also struggling with a mental health condition.","La adicción a la opioda rara vez es una enfermedad sola; frecuentemente, las personas con dependencia de opioides también están luchando con una enfermedad mental."
"There are both inpatient  and outpatient programs that combine medication, health services,  and psychotherapy.But many of these programs  are very expensive, and the more affordable options  can have long waiting lists.They also often require complete  de","Hay programas internos y externos que combinan medicamentos, servicios de salud y psicoterapia.Pero muchos de estos programas son muy caros, y las opciones más abordables pueden tener largas listas de esperanza.A menudo también requieren una degradación completa."
"These programs avoid withdrawal symptoms  with drugs that bind to opioid receptors  but don’t have the psychoactive effects of painkillers, heroin,  and other commonly abused opioids.","Estos programas evitan los sntomas de abstinencia con drogas que se unen a los receptores opioides pero no tienen los efectos psicoactivos de los analgésicos, la herona y otros opioides abusados."
"Methadone and buprenorphine are the primary opioid maintenance  drugs available today, but doctors need a special waiver  to prescribe them— even though no specific training  or certification is required to prescribe  opioid painkillers.","La methadone y la buprenorfina son los medicamentos primarios de mantenimiento de opioides disponibles hoy, pero los médicos necesitan una excusa especial para prescribirlos, aunque ningn entrenamiento especfico ni certificación para prescribir los analgésicos opioides."
Buprenorphine can be so scarce that there’s even  a growing black market for it.,La buprenorfina puede ser tan rara que hay incluso un mercado negro creciente para ello.
"There’s still a long way to go  with combating opioid addiction, but there are great resources  for making sense of the treatment options.","Todava hay un largo camino para combatir la adicción a los opioides, pero hay grandes recursos para dar sentido a las opciones de tratamiento."
"If you or someone you know is struggling  with opioid use in the United States, the Department of Health  and Human Services operates a helpline: 800-662-4357 and a database of more than 14,000  substance abuse facilities in the US: www.hhs.gov/opioids","Si Uds.o alguien que conoces está luchando con el uso de opioides en EE.UU., el Departamento de Salud y Servicios Humanos opera una lnea de ayuda: 800-662-4357 y una base de datos de más de 14 000 instalaciones de abuso de sustancias en EE.UU.: www.hhs.gov/opioides"
It is a dream of mankind to fly like a bird.,Es un sueo de la humanidad volar como un pájaro.
Birds are very agile.,Las aves son muy ágiles.
"They fly, not with rotating components, so they fly only by flapping their wings.","Ellos volan, no con componentes rotativos, as que volan solo apuntando sus alas."
"So we looked at the birds, and we tried to make a model that is powerful, ultralight, and it must have excellent aerodynamic qualities that would fly by its own and only by flapping its wings.","As que miramos a los aves, y tratamos de crear un modelo poderoso, ultralmite, y debe tener excelentes capazes aerodinámicas que volaran por s mismas y solo apuntando sus alas."
"So what would be better than to use the herring gull, in its freedom, circling and swooping over the sea, and to use this as a role model?So we bring a team together.There are generalists and also specialists in the field of aerodynamics, in the field of b","Entonces, qué sera mejor que usar el golpe de herring, en su libertad, girando y inclinando sobre el mar, y usarlo como modelo?As que reunimos un equipo.Hay generalistas y también especialistas en el campo de la aerodinámica, en el campo de b."
And the task was to build an ultralight indoor-flying model that is able to fly over your heads.,Y la tarea era construir un modelo ultraluz de volación interior capaz de volar sobre sus cabezas.
So be careful later on.,As que tengan cuidado más tarde.
 And this was one issue: to build it that lightweight that no one would be hurt if it fell down.,Y esto fue un problema: construirlo tan ligero que nadie sera daado si caa.
So why do we do all this?,"Entonces, por qué hacemos todo esto?"
"We are a company in the field of automation, and we'd like to do very lightweight structures because that's energy efficient, and we'd like to learn more about pneumatics and air flow phenomena.","Somos una compaa en el campo de la automática, y nos gustara hacer estructuras muy ligeras porque eso es eficiente en energa, y nos gustara aprender más sobre la pneumata y los fenómenos de flujo de aire."
So I now would like you to put your seat belts on and put your hats on.,As que ahora me gustara que ponen las cefaleas de asiento y ponen sus sombreros.
So maybe we'll try it once -- to fly a SmartBird.,Tal vez lo intentaremos una vez... volar un SmartBird.
 e  at the SmartBird.,e en SmartBird.
So here is one without a skin.,Aqu hay una sin piel.
We have a wingspan of about two meters.,Tenemos una ala de unos dos metros.
"The length is one meter and six, and the weight is only 450 grams.","La longitud es un metro y seis, y el peso es solo 450 gramos."
And it is all out of carbon fiber.,Y todo está fuera de fibra de carbono.
"In the middle we have a motor, and we also have a gear in it, and we use the gear to transfer the circulation of the motor.So within the motor, we have three Hall sensors, so we know exactly where the wing is.And if we now beat up and down --  We have the ","En el medio tenemos un motor, y también tenemos un equipo en él, y usamos el equipo para transferir la circulación del motor.As que dentro del motor, tenemos tres sensores Hall, as que sabemos exactamente dónde está la ala.Y si ahora golpeamos y bajamos, tenemos el equipo."
"So if you go down, you have the large area of propulsion, and if you go up, the wings are not that large, and it is easier to get up.","As que si bajas, tenemos la gran área de propulsion, y si bajas, las alas no son tan grandes, y es más fácil caer."
"So, the next thing we did, or the challenges we did, was to coordinate this movement.","As que lo siguiente que hicimos, o los desafos que hicimos, fue coordonar este movimiento."
"We have to turn it, go up and go down.We have a split wing.With the split wing, we get the lift at the upper wing, and we get the propulsion at the lower wing.Also, we see how we measure the aerodynamic efficiency.","Tenemos que cambiarlo, subir y bajar.Tenemos una ala dividida.Con la ala dividida, obtenemos el ascensor en la ala superior, y obtenemos la propulsión en la ala inferior.As que vemos cómo medir la eficiencia aerodinámica."
"We had knowledge about the electromechanical efficiency and then we can calculate the aerodynamic efficiency.So therefore, it rises up from passive torsion to active torsion, from 30 percent up to 80 percent.Next thing we have to do, we have to control and","Tenamos conocimiento sobre la eficiencia electrométrica y luego podemos calcular la eficiencia aerodinámica.Por lo tanto, aumenta de la torsion pasiva a la torsion activa, del 30 % hasta el 80 %.La siguiente cosa que tenemos que hacer, tenemos que controlar y controlar."
"Only if you control and regulate it, you will get that aerodynamic efficiency.","Solo si lo controlas y lo regulas, obtendrás esa eficiencia aerodinámica."
"So the overall consumption of energy is about 25 watts at takeoff and 16 to 18 watts in flight.Thank you. Bruno Giussani: Markus, we should fly it once more.Markus Fischer: Yeah, sure.","As que el consumo general de energa es de unos 25 watts al comienzo y de 16 a 18 watts al vuelo.Gracias. Bruno Giussani: Markus, deberamos volar una vez más.Markus Fischer: S, seguro."
"Today, we're going to look at the world of Rome through the eyes of a young girl.",Hoy voy a ver el mundo de Roma a través de los ojos de una joven.
"Here she is, drawing a picture of herself in the atrium of her father's enormous house.",Aqu está dibujando una foto de s misma en el atróso de la enorme casa de su padre.
"Her name is Domitia, and she is just 5 years old.","Su nombre es Domitia, y tiene solo 5 aos."
"She has an older brother who is fourteen, Lucius Domitius Ahenobarbus, named after her dad.Girls don't get these long names that boys have.What is worse is that Dad insists on calling all his daughters Domitia.","Tiene un hermano más viejo que tiene 14 aos, Lucius Domitius Ahenobarbus, llamado por su padre.Los nios no tienen esos nombres largos que tienen los nios.Lo peor es que papá insiste en llamar a todas sus hijas Domitia."
"""Domitia!""","""Domitia!"""
"His call to Domitia drawing on the column, Domitia III.She has an older sister, Domitia II, who is 7 years old.And then there's Domitia I, who is ten.","Su llamada a Domitia dibujando en la columna, Domitia III.Tiene una hermana más vieja, Domitia II, que tiene 7 aos.Y luego hay Domitia I, que tiene 10 aos."
"There would have been a Domitia IV, but mom died trying to give birth to her three years ago.","Habra hablado una Domitia IV, pero la madre murió tratando de darle nacimiento hace tres aos."
Confused?,Confundido?
The Romans were too.,Los romanos también lo tenan.
"They could work out ancestry through the male line with the nice, tripartite names such as Lucius Domitius Ahenobarbus.But they got in a real mess over which Domitia was married to whom and was either the great aunt or the great stepmother and so on to who",Podan hacer ancestra a través de la lnea masculina con los buenos nombres tripartites como Lucius Domitius Ahenobarbus.Pero se encontraron en un verdadero desastre sobre el cual Domitia estaba casada con quién y era la gran ta o la gran madre y as sucesivamente.
"Domitia III is not just drawing on the pillar, she's also watching the action.You see, it's early, in the time of day when all her dad's clients and friends come to see him at home to pay their respects.Lucius Popidius Secundus, a 17 year old, he wants to ","Domitia III no solo dibuja en el pilar, también está viendo la acción.Ven, es temprano, en el momento del da en el que todos los clientes y amigos de su padre ven a verlo en casa para pagar sus respetos.Lucius Popidius Secundus, de 17 aos, quiere hacerlo."
"He seems to be wooing not his future wife, but her dad.","Parece que está agitando no a su futura esposa, sino a su padre."
"Poor Lucius, he does not know that Domitia's dad thinks he and his family are wealthy but still scumbags from the Subura.","Pobre Lucio, no sabe que el padre de Domitia piensa que él y su familia son ricos pero todava saben bolsas de la Subura."
"Afterall, it is the part of Rome full of barbers and prostitutes.","Después de todo, es la parte de Roma llena de barbados y prostitutas."
"Suddenly, all the men are leaving with Dad.","De repente, todos los hombres se dejan con papá."
It's the second hour and time for him to be in court with a sturdy audience of clients to applaud his rhetoric and hiss at his opponent.,Es la segunda hora y tiempo para estar en la corte con una audiencia robusta de clientes para aplaudir su retórica y sua en su oponente.
The house is now quieter.,La casa ahora es más tranquila.
"The men won't return for seven hours, not until dinner time.","Los hombres no volverán durante siete horas, no hasta la cena."
But what happens in the house for those seven hours?,Pero qué pasa en la casa durante esas siete horas?
"What do Domitia, Domitia, and Domitia do all day?","Qué hacen Domitia, Domitia y Domitia todo el da?"
Not an easy question!,No una pregunta fácil!
Everything written down by the Romans that we have today was written by men.,Todo lo escrito por los romanos que tenemos hoy fue escrito por hombres.
This makes constructing the lives of women difficult.,Esto hace difcil construir las vidas de las mujeres.
"However, we can't have a history of just Roman men, so here it goes.","Sin embargo, no podemos tener una historia de solo hombres romanos, as que aqu va."
We can begin in the atrium.,Podemos empezar en el atrós.
"There is a massive loom, on which Dad's latest wife is working on a new toga.","Hay una esposa masiva, en la que la ltima esposa de Padre está trabajando en una nueva toga."
"Domitia, Domitia, and Domitia are tasked with spinning the wool that will be used to weave this mighty garment, 30 or more feet long and elliptical in shape.","Domitia, Domitia y Domitia tienen la tarea de girar la leva que será usada para trazar este traje poderoso, de 30 o más metros de largo y eléptico en forma."
Romans loved the idea that their wives work wool.,A los romanos les encantó la idea de que sus esposas trabajan naranja.
We know that because it's written on the gravestones of so many Roman women.,Sabemos eso porque está escrito en las piedras de tantas mujeres romanas.
"Unlike women in Greece, Roman women go out the house and move about the city.","A diferencia de las mujeres en Grecia, las mujeres romanas saldan de la casa y se mueven por la ciudad."
They go to the baths in the morning to avoid the men or to separate baths that are for women only.,Vienen a los baos de la maana para evitar a los hombres o a baos separadas que son solo para las mujeres.
Some do go in for the latest fad of the AD 70s: nude bathing with men present.,Algunos entran en el ltimo fado de los 70 a.C.: baos nudos con hombres presentes.
"Where they have no place is where the men are: in the Forum, in the Law Court, or in the Senate House.","Donde no tienen lugar es donde están los hombres: en el Foro, en el Tribunal de derechos, o en la Casa del Senatido."
"Their place in public is in the porticos with gardens, with sculpture, and with pathways for walking in.","Su lugar en pblico está en los porticos con jardines, con escultura, y con caminos para caminar."
"When Domitia, Domitia, and Domitia want to leave the house to go somewhere, like the Portico of Livia, they must get ready.","Cuando Domitia, Domitia y Domitia quieran dejar la casa para ir en algn lugar, como el Portico de Livia, deben prepararse."
"Domitia II and Domitia III are ready, but Domitia I, who is betrothed to be married in two years to darling Philatus, isn't ready.","Domitia II y Domitia III están listas, pero Domitia I, que está apuesta a casarse en dos aos a Philatus, no está lista."
"She's not slow, she just has more to do.","No es lenta, solo tiene más que hacer."
"Being betrothed means she wears the insignia of betrothal: engagement rings and all the gifts Pilatus has given her - jewels, earrings, necklaces, and the pendants.","Estar apuesta significa que usa la insignia de la apuesta: anillas de compromiso y todos los regalos que Pilatus le ha dado: juguetes, cercas, colegas, y el agujero."
She may even wear her myrtle crown.,Incluso puede usar su corteza de mirtle.
"All this bling shouts, ""I'm getting married to that 19 year old who gave me all this stuff I'm wearing!""","Todo esto borrador grita: ""Me casa a ese nio de 19 aos que me dio todo esto que estoy usando!"""
"While as they wait, Domitia II and Domitia III play with their dolls that mirror the image of their sister decked out to be married.","Mientras esperan, Domitia II y Domitia III jugan con sus bolsas que reflejan la imagen de su hermana que estaba casada."
"One day, these dolls will be dedicated to the household gods on the day of their wedding.","Un da, estas bolas serán dedicadas a los dioses del gobierno el da de su casa."
"Okay, we're ready.The girls step into litters carried by some burly slaves.They also have a chaperone with them and will be meeting an aunt at the Porticus of Livia.","Bien, estamos listas.Las nias entran en las cubiertas llevadas por algunos esclavos burlados.También tienen un chaperón con ellos y estarán reuniendo a una ta en el Porticus de Livia."
"Carried high on the shoulders of these slaves, the girls look out through the curtains to see the crowded streets below them.","Cargada en los hombros de estos esclavos, las nias miran a través de las cortinas para ver las calles aglomeradas debajo de ellas."
"They traverse the city, pass the Coliseum, but then turn off to climb up the hill to the Porticus of Livia.It was built by Livia, the wife of the first emperor Augustus, on the site of the house of Vedius Pollio.He wasn't such a great guy.","Parquezan la ciudad, pasan por el Coliseo, pero luego se apagan para escalar la colina hasta el Porticus de Livia.Fue construido por Livia, la esposa del primer emperador Augusto, en el sitio de la casa de Vedio Pollio.No era un gran tipo."
He once tried to feed a slave to the eels in his fish pond for simply dropping a dish.,Una vez trató de alimentar a un esclavo a las anguilas en su esquina de peces por simplemente dejar un plato.
"Luckily, the emperor was at the dinner and tamed his temper.","Afortunadamente, el emperador estaba en la cena y tuvo su temperación."
"The litters are placed on the ground and the girls get out and arm in arm, two by two, they ascend the steps into the enclosed garden with many columns.","Las colas se ponen en el suelo y las nias salen y brazo en brazo, dos por dos, ascenden los pasos hacia el jardn cerrado con muchas columnas."
Domitia III shot off and is drawing on a column.,Domitia III se está dibujando en una columna.
Domitia II joins her but seeks to read the graffiti higher up on the column.,Domitia II la unió pero busca leer el graffiti más alto en la columna.
"She spots a drawing of gladiators and tries to imagine seeing them fighting, something she will never be permitted to do, except from the very rear of the Coliseum.","Ella pone un dibujo de gladiadores y trata de imaginarlos luchando, algo que nunca se le permitirá hacer, excepto desde el regreso del Coliseo."
"From there, she will have a good view of the 50,000 spectators but will see little by way of blood and gore.","Desde all, ella tendrá una buena visión de los 50 000 spectatores pero verá poco a través de sangre y gore."
"If she really wanted a decent view, she could become a vestal virgin and would sit right down the front.","Si realmente quera una visión decente, podra convertirse en una virgina vestal y se sentara justo por el frente."
But a career tending the sacred flame of Vesta is not to everybody's taste.,Pero una carrera tendiendo la flor sagrada de Vesta no es para el gusto de todos.
Domitia I has met another ten year old also decked out in the insignia of betrothal.,Domitia He conocido a otro nio de 10 aos también en las insignias del trothal.
"Home time.When they get there after the eighth hour, something is up.A smashed dish lies on the floor.","La hora de casa.Cuando llegan ah después de la octavo hora, algo está en el suelo.Un plato rompecido está en el suelo."
All the slaves are being gathered together in the atrium and await the arrival of their master.,Todos los esclavos están reunidos en el atrós y esperan la llegada de su maestro.
Dad is going to go mad.,Papá va a ir mal.
"He will not hit his children, but like many other Romans, he believes that slaves have to be punished.","No golpeará a sus hijos, pero como muchos otros romanos, cree que los esclavos deben ser castigados."
The whip lies ready for his arrival.,La pelota está lista para su llegada.
"No one knows who smashed the dish, but Dad will call the undertaker to torture it out of them, if he must.","Nadie sabe quién rompió el plato, pero papá llamará al empresario a torturarlo de ellos, si debe."
The doorkeeper opens the front door to the house.,El hombre abre la puerta delantera a la casa.
"A hush comes over the anxious slaves.In walks not their master but, instead, a pregnant teenager.It is the master's eldest daughter, age 15, who is already a veteran of marriage and child birth.Guess what her name is.There is a five to ten percent chance s","Una esclava viene sobre los esclavos ansiosos.En caminos no es su maestro, sino, en cambio, una adolescente embarazada.Es la hija más ao del maestro, a los 15 aos, que ya es veterana del matrimonio y el nacimiento infantil.Sabe cuál es su nombre.Hay un 5 a 10 % de probabilidades."
"As a teenage mother, she has proved that she is a successful wife by bringing children and descendants for her husband, who will carry on his name in the future.","Como madre adolescente, ha demostrado que es una esposa exitosa trayendo hijos y descendientes para su marido, que llevará su nombre en el futuro."
The family head off to the dining room and are served dinner.,La familia se acerca a la sala de comida y se les sirve la cena.
It would seem Dad has had an invite to dinner elsewhere.,Parece que papá ha tenido una invitación a cenar en otros lugares.
"With dinner concluded, the girls crossed the atrium to bid farewell to their older sister who is carried home in a litter, escorted by some of Dad's bodyguards.","Con la cena concluida, las chicas cruzaron el atrio para agradarse a su hermana más vieja que se lleva a casa en una hoja, escortada por algunos guardias del cuerpo de Padre."
"Returning to the house, the girls cross the atrium.","Volviendo a la casa, las nias cruzan el atrós."
"The slaves, young and old, male and female, await the return of their owner.","Los esclavos, jóvenes y viejos, machos y mujeres, esperan el regreso de su propiedad."
"When he returns, he may exact vengeance, ensuring his power over the slaves is maintained through violence and terror, to which any slave could be subjected.","Cuando regresa, puede venger exactamente, asegurando que su poder sobre los esclavos se mantiene a través de la violencia y el terror, a el cual cualquier esclavo podra ser sujeto."
"But, for the girls, they head upstairs for the night, ready for bed.","Pero para las nias, se acercan por la noche, listas para la cama."
Do you remember the story of Odysseus and the Sirens from high school or junior high school?,Recuerdan la historia de Odiseo y los Sirens de la secundaria o de la secundaria secundaria?
"There was this hero, Odysseus, who's heading back home after the Trojan War.","Haba este héroe, Odiseo, que volva a casa después de la Guerra de Troya."
"And he's standing on the deck of his ship, he's talking to his first mate, and he's saying, ""Tomorrow, we will sail past those rocks, and on those rocks sit some beautiful women called Sirens.","Y está sentado en la pista de su barco, está hablando con su primer compaero, y está diciendo: ""Muy bien, vamos a pasar a esas rocas, y en esas rocas estarán algunas hermosas mujeres llamadas Sirens."
"And these women sing an enchanting song, a song so alluring that all sailors who hear it crash into the rocks and die.""","Y estas mujeres cantan una canción increble, una canción tan atractiva que todos los marinaros que la escuchan se encuentran en las rocas y mueren""."
"Now you would expect, given that, that they would choose an alternate route around the Sirens, but instead Odysseus says, ""I want to hear that song.","Ahora esperaran, dado eso, que elegiran una ruta alternativa alrededor de los Sirenes, pero en cambio Odiseo dice: ""Quiero escuchar esa canción."
"And so what I'm going to do is I'm going to pour wax in the ears of you and all the men -- stay with me -- so that you can't hear the song, and then I'm going to have you tie me to the mast so that I can listen and we can all sail by unaffected.""","Y entonces lo que voy a hacer es arrojar cero en los odos de Uds.y de todos los hombres, permanecer conmigo, para que no puedan escuchar la canción, y luego voy a tener que me acercaran al masto para que pueda escuchar y todos podemos volar sin afectado""."
So this is a captain putting the life of every single person on the ship at risk so that he can hear a song.,Este es un capitán que pone en riesgo la vida de cada persona en el barco para que pueda escuchar una canción.
"And I'd like to think if this was the case, they probably would have rehearsed it a few times.","Y me gustara pensar que si ese fuera el caso, probablemente lo habran ensayado unas pocas veces."
"Odysseus would have said, ""Okay, let's do a dry run.","Odiseo habra dicho: ""Bueno, hagamos un corriente seco."
"You tie me to the mast, and I'm going to beg and plead.","Me tienes al masto, y voy a pedir y pedir."
"And no matter what I say, you cannot untie me from the mast.","Y sin importar lo que digo, no puedes deshacerme del masto."
"All right, so tie me to the mast.""","Muy bien, as que te encuentras a el masto""."
"And the first mate takes a rope and ties Odysseus to the mast in a nice knot.And Odysseus does his best job playacting and says, ""Untie me.Untie me.I want to hear that song.Untie me.""And the first mate wisely resists and doesn't untie Odysseus.","Y el primer compaero toma una cuerda y tienes a Odiseo al masto en un buen nudo.Y Odiseo hace su mejor trabajo jugando y dice: ""Dejenme.Dejenme.Quiero escuchar esa canción.Dejenme"".Y el primer compaero se resiste sabiamente y no resuelve a Odiseo."
"And then Odysseus says, ""I see that you can get it.","Y luego Odiseo dice: ""Voy que puedes conseguirlo."
"All right, untie me now and we'll get some dinner.""","Bueno, ahora tejenme y llevarámos una cena""."
And the first mate hesitates.,Y el primer compaero hésita.
"He's like, ""Is this still the rehearsal, or should I untie him?""","Dijo: ""Todava es la repetición, o debera despedirlo?"""
"And the first mate thinks, ""Well, I guess at some point the rehearsal has to end.""So he unties Odysseus, and Odysseus flips out.He's like, ""You idiot.You moron.If you do that tomorrow, I'll be dead, you'll be dead, every single one of the men will be dead.","Y el primer compaero piensa: ""Bueno, supongo que en algn momento la repetición tiene que terminar"".As que unió a Odiseo, y Odiseo se desaparece.Es como: ""T idiota.T moron.Si lo haces maana, estarás muerto, estarás muerto, cada uno de los hombres estará muerto."
He throws the first mate to the ground.,Él lleva al primer compaero al suelo.
"This repeats itself through the night -- rehearsal, tying to the mast, conning his way out of it, beating the poor first mate up mercilessly.Hilarity ensues.Tying yourself to a mast is perhaps the oldest written example of what psychologists call a commitm","Esto se repetirá a través de la noche, una repetición, el tiempo con el máximo, saliendo de él, golpeando al pobre primer compaero sin mila.La hilaridad sucede.Lo tiempo con el máximo es quizá el ejemplo escrito más antiguo de lo que los psicólogos llaman un comprometido."
Because there's two heads inside one person when you think about it.,Porque hay dos cabezas dentro de una persona cuando lo piensas.
Scholars have long invoked this metaphor of two selves when it comes to questions of temptation.,Los especialistas han invocado esta metáfora de dos selves cuando se trata de preguntas de tentación.
"There is first, the present self.","Primero, el yo actual."
