en,es
The body compensates by increasing  its number of noradrenaline receptors so it can detect much smaller amounts  of noradrenaline.,['El cuerpo compensa aumentando su número de receptores de noradrenalina para que pueda detectar cantidades mucho más pequeñas de noradrenalina.']
"This increased sensitivity  to noradrenaline allows the body  to continue functioning normally— in fact, it becomes dependent on opioids  to maintain the new balance.","['Esta aumentada sensibilidad a la noradrenalina permite que el cuerpo se funcione normalmente, de hecho, se depende de los opioides para mantener el nuevo equilibrio.']"
"When someone who is physically dependent  on opioids stops taking them abruptly, that balance is disrupted.","['Cuando alguien que es físicamente dependiente de los opioides deja de tomarlos abruptamente, el equilibrio se desarrolla.']"
Noradrenaline levels can increase  within a day of ceasing opioid use.,['Los niveles de noradrenalina pueden aumentar en un día de dejar de usar opioides.']
But the body takes much longer  to get rid of all the extra noradrenaline receptors  it made.,['Pero el cuerpo toma mucho más tiempo para deshacerse de todos los receptores de noradrenalina extra que hizo.']
That means there’s a period of time when the body is too sensitive  to noradrenaline.,['Eso significa que hay un período de tiempo cuando el cuerpo está demasiado sensible a la noradrenalina.']
"This oversensitivity causes  withdrawal symptoms, including muscle aches, stomach pains,  fever, and vomiting.","['Esta sobresensibilidad causa síntomas de respiración, incluyendo enfermedades musculares, dolores del estómago, la febre y el vomito.']"
"Though temporary, opioid withdrawal  can be incredibly debilitating.",['Aunque la retiración temporal puede ser increíblemente debilitante.']
"In serious cases, someone in withdrawal  can be violently ill for days or even weeks.","['En casos serios, alguien en el retraso puede estar violentamente enfermo durante días o incluso semanas.']"
"People who are addicted to opioids  aren't necessarily using the drugs to get high anymore,  but rather to avoid being sick.",['Las personas adictas a los opioides no necesariamente están usando las drogas para evitar enfermarse.']
"Many risk losing wages or even jobs  while in withdrawal, or may not have anyone to take care  of them during withdrawal.","['Muchos riesgos de perder perdidos o incluso trabajos mientras en la falla, o quizá no tengan nadie que cuide durante la falla.']"
"If someone goes back  to using opioids later, they can be at particularly high risk  for overdose, because what would have been a standard  dose while their tolerance was high, can now be lethal.","['Si alguien regresa a usar opioides más tarde, pueden ser a particularmente alto riesgo para sobredosis, porque lo que habría sido una dosis estándar mientras su tolerancia era alta, puede ser letal.']"
"Since 1980, accidental deaths  from opioid overdose have grown exponentially  in the United States, and opioid addictions have  also exploded around the world.","['Desde 1980, las muertes accidentales de sobredosis de opioides han crecido exponencialmente en EE.UU.y las adicciones de opioides también han explotado en todo el mundo.']"
"While opioid painkiller prescriptions  are becoming more closely regulated, cases of overdose and addiction  are still increasing, especially among younger people.","['Mientras que las prescripciones de dolor de opioides se están regulando más cercanamente, los casos de sobredosis y adicción aún se aumentan, especialmente entre los jóvenes.']"
"Many of the early cases of addiction  were middle-aged people who became addicted to painkillers  they had been prescribed, or received from friends  and family members with prescriptions.","['Muchos de los primeros casos de adicción eran personas de mediana edad que se adictaron a los adictos de dolor que habían sido prescritos, o recibidas de amigos y familiares con prescripciones.']"
"Today, young people are often introduced  to prescription opioid drugs in those ways but move on to heroin or illicit  synthetic opioids that are cheaper and easier to come by.","['Hoy, los jóvenes se introducen a las drogas de prescripción de opioides de esas maneras, pero se mueven a la heroína o los opioides sintéticos ilícitos que son más baratos y más fáciles de venir.']"
"Beyond tighter regulation  of opioid painkillers, what can we do to reverse the growing  rates of addiction and overdose?A drug called naloxone is currently  our best defense against overdose.Naloxone binds to opioid receptors  but doesn’t activate them.It","['Más allá de la regulación más fuerte de los anticonceptores de dolor, ¿qué podemos hacer para revertir las tasas crecientes de adicción y sobredosis?Una droga llamada naloxona es actualmente nuestra mejor defensa contra la superdosis.La naloxona se']"
"Opioid addiction  is rarely a stand-alone illness; frequently, people with opioid dependence  are also struggling with a mental health condition.","['La adicción de opioides es raramente una enfermedad sola; frecuentemente, las personas con dependencia de opioides también están luchando con una condición de salud mental.']"
"There are both inpatient  and outpatient programs that combine medication, health services,  and psychotherapy.But many of these programs  are very expensive, and the more affordable options  can have long waiting lists.They also often require complete  de","['Hay tanto programas inpacientes como pacientes que combinan medicamentos, servicios de salud, como psicoterapia.Pero muchos de estos programas son muy caros, y las opciones más caras pueden tener listas de largo esperanza.Pueden tener listas de esperanza']"
"These programs avoid withdrawal symptoms  with drugs that bind to opioid receptors  but don’t have the psychoactive effects of painkillers, heroin,  and other commonly abused opioids.","['Estos programas evitan síntomas de respiración con drogas que binden a los receptores de opioides pero no tienen los efectos psicoactivos de los anticonceptores, la heroína y otros opioides comúnmente abusados.']"
"Methadone and buprenorphine are the primary opioid maintenance  drugs available today, but doctors need a special waiver  to prescribe them— even though no specific training  or certification is required to prescribe  opioid painkillers.","['La metadona y la buprenorfina son las drogas principales de mantenimiento de opioides disponibles hoy, pero los médicos necesitan un esperador especial para prescribirlos, aunque ningún entrenamiento o certificación específica para prescribir opioides']"
Buprenorphine can be so scarce that there’s even  a growing black market for it.,['La buprenorfina puede ser tan aterradora que incluso hay un mercado negro creciente para ello.']
"There’s still a long way to go  with combating opioid addiction, but there are great resources  for making sense of the treatment options.","['Todavía hay mucha caminata para combatir la adicción de opioides, pero hay grandes recursos para tener sentido de las opciones de tratamiento.']"
"If you or someone you know is struggling  with opioid use in the United States, the Department of Health  and Human Services operates a helpline: 800-662-4357 and a database of more than 14,000  substance abuse facilities in the US: www.hhs.gov/opioids","['Si uno o alguien que conoce está luchando con el uso de opioides en EE.UU., el Departamento de Salud y Servicios Humanos opera una línea de ayuda: 800-662-4357 y una base de más de 14 000 facilidades de abuso de sustancias en los EE.UU.']"
It is a dream of mankind to fly like a bird.,['Es un sueño del humano volar como un ave.']
Birds are very agile.,['Las aves son muy ágiles.']
"They fly, not with rotating components, so they fly only by flapping their wings.","['Volan, no con componentes rotadores, así que volan solo con las alas.']"
"So we looked at the birds, and we tried to make a model that is powerful, ultralight, and it must have excellent aerodynamic qualities that would fly by its own and only by flapping its wings.","['Así que miramos las aves, y tratamos de hacer un modelo que es poderoso, ultraligero, y debería tener calidades aerodinámicas excelentes que volarían por sí mismos y solo por las alas.']"
"So what would be better than to use the herring gull, in its freedom, circling and swooping over the sea, and to use this as a role model?So we bring a team together.There are generalists and also specialists in the field of aerodynamics, in the field of b","['Entonces, ¿qué sería mejor que usar la aranja, en su libertad, circular y saltar sobre el mar, y usarlo como un modelo de rol?Así que traemos un equipo.Hay generalistas y también especialistas en el campo del campo.']"
And the task was to build an ultralight indoor-flying model that is able to fly over your heads.,['Y la tarea era construir un modelo de vuelo ultraligero que puede volar sobre sus cabezas.']
So be careful later on.,['Así que tengan cuidado después.']
 And this was one issue: to build it that lightweight that no one would be hurt if it fell down.,[' Y este fue un problema: construirlo tan ligero que nadie dolería si se cayera.']
So why do we do all this?,['¿Por qué hacemos todo esto?']
"We are a company in the field of automation, and we'd like to do very lightweight structures because that's energy efficient, and we'd like to learn more about pneumatics and air flow phenomena.","['Somos una empresa en el campo de la automatización, y querríamos hacer estructuras muy ligeras porque es eficiente en energía, y querríamos aprender más sobre las pneumáticas y los fenómenos del flujo de aire.']"
So I now would like you to put your seat belts on and put your hats on.,['Así que ahora me gustaría que pongan las camisas de camisa y pongan los zapatos.']
So maybe we'll try it once -- to fly a SmartBird.,"['Así que tal vez intentaremos una vez, volar un SmartBird.']"
 e  at the SmartBird.,[' e en el SmartBird.']
So here is one without a skin.,['Aquí está una sin piel.']
We have a wingspan of about two meters.,['Tenemos una longitud de alrededor de dos metros.']
"The length is one meter and six, and the weight is only 450 grams.","['La longitud es un metro y seis, y el peso es solo 450 gramos.']"
And it is all out of carbon fiber.,['Y está fuera de fibra de carbono.']
"In the middle we have a motor, and we also have a gear in it, and we use the gear to transfer the circulation of the motor.So within the motor, we have three Hall sensors, so we know exactly where the wing is.And if we now beat up and down --  We have the ","['En el medio tenemos un motor, y también tenemos un gear, y usamos el gear para transferir la circulación del motor.Así que dentro del motor tenemos tres sensores de Hall, así que sabemos exactamente dónde está la ala.Y si ahora estamos en el motor, ']"
"So if you go down, you have the large area of propulsion, and if you go up, the wings are not that large, and it is easier to get up.","['Así que si bajas, tienes la gran área de propulsión, y si bajas, las alas no son tan grandes, y es más fácil de salir.']"
"So, the next thing we did, or the challenges we did, was to coordinate this movement.","['Lo siguiente que hicimos, o los desafíos que hicimos, fue coordinar este movimiento.']"
"We have to turn it, go up and go down.We have a split wing.With the split wing, we get the lift at the upper wing, and we get the propulsion at the lower wing.Also, we see how we measure the aerodynamic efficiency.","['Tenemos que correrlo, abajo y bajar.Tenemos un ala dividida.Con la dividida, obtenemos la levantación en la ala superior y la propulsión en la ala mayor.También vemos cómo medimos la eficiencia aerodinámica.']"
"We had knowledge about the electromechanical efficiency and then we can calculate the aerodynamic efficiency.So therefore, it rises up from passive torsion to active torsion, from 30 percent up to 80 percent.Next thing we have to do, we have to control and","['Teníamos conocimiento sobre la eficiencia electromecánica y luego podemos calcular la eficiencia aerodinámica.Por lo tanto, aumenta de la torsión pasiva a la torsión activa, desde el 30 % hasta el 80 %.La próxima cosa que tenemos tenemos que tener ']"
"Only if you control and regulate it, you will get that aerodynamic efficiency.","['Solo si lo controlas y lo regulas, obtendrás esa eficiencia aerodinámica.']"
"So the overall consumption of energy is about 25 watts at takeoff and 16 to 18 watts in flight.Thank you. Bruno Giussani: Markus, we should fly it once more.Markus Fischer: Yeah, sure.","['Así que la consumo general de energía es aproximadamente de 25 watts en el vuelo y 16 a 18 watts en vuelo.Gracias. Bruno Giussani: Markus, deberíamos volarlo una vez más.Markus Fischer: Sí, seguro.']"
"Today, we're going to look at the world of Rome through the eyes of a young girl.","['Hoy, veremos el mundo de Roma por los ojos de una joven.']"
"Here she is, drawing a picture of herself in the atrium of her father's enormous house.","['Aquí está, dibujando una foto de sí misma en el atrio de la enorme casa de su padre.']"
"Her name is Domitia, and she is just 5 years old.","['Su nombre es Domitia, y tiene solo 5 años.']"
"She has an older brother who is fourteen, Lucius Domitius Ahenobarbus, named after her dad.Girls don't get these long names that boys have.What is worse is that Dad insists on calling all his daughters Domitia.","['Tiene un hermano mayor que tiene cuatro años, Lucio Domitio Ahenobarbus, llamado después de su padre.Las chicas no tienen estos largos nombres que los niños tienen.Lo peor es que Papá insiste en llamar a todas sus hijas Domitia.']"
"""Domitia!""","['¡Domitia!""']"
"His call to Domitia drawing on the column, Domitia III.She has an older sister, Domitia II, who is 7 years old.And then there's Domitia I, who is ten.","['Su llamada a Domitia dibujando en la columna, Domitia III.Tiene una hermana mayor, Domitia II, que tiene 7 años.Y luego está Domitia I, que tiene 7 años.']"
"There would have been a Domitia IV, but mom died trying to give birth to her three years ago.","['Habría habido una Domitia IV, pero la mamá murió tratando de dar un nacimiento hace tres años.']"
Confused?,['¿Confundido?']
The Romans were too.,['Los romanos también eran.']
"They could work out ancestry through the male line with the nice, tripartite names such as Lucius Domitius Ahenobarbus.But they got in a real mess over which Domitia was married to whom and was either the great aunt or the great stepmother and so on to who",['Podían trabajar ancestros a través de la línea masculina con los buenos nombres tripartitos como Lucio Domitio Ahenobarbus.Pero tuvieron un mal desafío sobre lo que Domitia estaba casada con quién y era la gran tía o la gran tía.']
"Domitia III is not just drawing on the pillar, she's also watching the action.You see, it's early, in the time of day when all her dad's clients and friends come to see him at home to pay their respects.Lucius Popidius Secundus, a 17 year old, he wants to ","['Domitia III no solo está dibujando el pilar, también está viendo la acción.Verán, es primero, en el momento del día cuando todos los clientes y amigos de su papá lo ven en casa para pagar sus respetos.Lucio Popidio Segundo.']"
"He seems to be wooing not his future wife, but her dad.","['Parece que no su esposa futura, sino su papá.']"
"Poor Lucius, he does not know that Domitia's dad thinks he and his family are wealthy but still scumbags from the Subura.","['Pobre Lucio, no sabe que el papá de Domitia piensa que él y su familia son ricos pero todavía están ricos del Subura.']"
"Afterall, it is the part of Rome full of barbers and prostitutes.","['Después, es la parte de Roma llena de barberos y prostitutas.']"
"Suddenly, all the men are leaving with Dad.","['De repente, todos los hombres se están dejando con Papá.']"
It's the second hour and time for him to be in court with a sturdy audience of clients to applaud his rhetoric and hiss at his opponent.,['Es la segunda hora y tiempo para que esté en la cárcel con una audiencia de clientes que aplauden su retórica y se aplauda a su oponente.']
The house is now quieter.,['La casa está más cálida.']
"The men won't return for seven hours, not until dinner time.","['Los hombres no regresarán durante siete horas, no hasta el tiempo de cena.']"
But what happens in the house for those seven hours?,"['Pero, ¿qué pasa en la casa durante esas siete horas?']"
"What do Domitia, Domitia, and Domitia do all day?","['¿Qué hacen Domitia, Domitia y Domitia todo el día?']"
Not an easy question!,['¡No una pregunta fácil!']
Everything written down by the Romans that we have today was written by men.,['Todo lo escrito por los romanos que tenemos hoy fue escrito por hombres.']
This makes constructing the lives of women difficult.,['Esto hace que construir las vidas de las mujeres sea difícil.']
"However, we can't have a history of just Roman men, so here it goes.","['Sin embargo, no podemos tener una historia de hombres romanos, así que aquí va.']"
We can begin in the atrium.,['Podemos empezar en el atrio.']
"There is a massive loom, on which Dad's latest wife is working on a new toga.","['Hay un enorme muro, en el que la última esposa del papá trabaja en un nuevo toga.']"
"Domitia, Domitia, and Domitia are tasked with spinning the wool that will be used to weave this mighty garment, 30 or more feet long and elliptical in shape.","['Domitia, Domitia, y Domitia están trabajando con girar la piel que se usará para usar este jardín peligroso, 30 o más de largo y elíptico en forma.']"
Romans loved the idea that their wives work wool.,['Los romanos les encantaban la idea de que sus esposas trabajan en piedra.']
We know that because it's written on the gravestones of so many Roman women.,['Sabemos eso porque está escrito en las piedras de tantas mujeres romanas.']
"Unlike women in Greece, Roman women go out the house and move about the city.","['A diferencia de las mujeres en Grecia, las mujeres romanas salen de la casa y se mueven por la ciudad.']"
They go to the baths in the morning to avoid the men or to separate baths that are for women only.,['Van a los baños de la mañana para evitar a los hombres o a separar los baños que son para las mujeres.']
Some do go in for the latest fad of the AD 70s: nude bathing with men present.,['Algunos pasan por la última locura de los 70: baño nudo con hombres presentes.']
"Where they have no place is where the men are: in the Forum, in the Law Court, or in the Senate House.","['Donde no tienen lugar es donde están los hombres: en el Foro, en la Corte de Derecho, o en la Casa Senada.']"
"Their place in public is in the porticos with gardens, with sculpture, and with pathways for walking in.","['Su lugar en público es en los portículos con jardínes, con escultura, y con caminos para caminar.']"
"When Domitia, Domitia, and Domitia want to leave the house to go somewhere, like the Portico of Livia, they must get ready.","['Cuando Domitia, Domitia, y Domitia quieren dejar la casa para ir a algún lugar, como el Portico de Livia, deben estar listos.']"
"Domitia II and Domitia III are ready, but Domitia I, who is betrothed to be married in two years to darling Philatus, isn't ready.","['Domitia II y Domitia III están listas, pero Domitia I, que está casada para casarse en dos años con el abuelo Filato, no está lista.']"
"She's not slow, she just has more to do.","['No es lenta, solo tiene más que ver.']"
"Being betrothed means she wears the insignia of betrothal: engagement rings and all the gifts Pilatus has given her - jewels, earrings, necklaces, and the pendants.","['Ser confiada significa que usa la insignia de confianza: anillos de compromiso y todos los regalos que Pilato le ha dado: joyas, camisas, ropas, y los pendantes.']"
She may even wear her myrtle crown.,['Incluso usa su cuervo de mirto.']
"All this bling shouts, ""I'm getting married to that 19 year old who gave me all this stuff I'm wearing!""","['Todo este chico grita: ""¡Estoy casado con ese niño de 19 años que me dio todo esto que estoy usando!""']"
"While as they wait, Domitia II and Domitia III play with their dolls that mirror the image of their sister decked out to be married.","['Mientras esperan, Domitia II y Domitia III juegan con sus niños que escriben la imagen de su hermana que se casó para casarse.']"
"One day, these dolls will be dedicated to the household gods on the day of their wedding.","['Un día, estos perros serán dedicados a los dioses de la casa en el día de su boda.']"
"Okay, we're ready.The girls step into litters carried by some burly slaves.They also have a chaperone with them and will be meeting an aunt at the Porticus of Livia.","['Bien, estamos preparados.Las niñas entran en letras llevadas por algunos esclavos golpeados.También tienen una caperona con ellos y estarán reuniendo a una tía en el Portico de Livia.']"
"Carried high on the shoulders of these slaves, the girls look out through the curtains to see the crowded streets below them.","['Llevados alto en los hombros de estos esclavos, las niñas miran por las calles para ver las calles debajo de ellos.']"
"They traverse the city, pass the Coliseum, but then turn off to climb up the hill to the Porticus of Livia.It was built by Livia, the wife of the first emperor Augustus, on the site of the house of Vedius Pollio.He wasn't such a great guy.","['Viajan a la ciudad, pasan el Coliseo, pero luego regresan al Portícolo de Livia.Fue construido por Livia, la esposa del primer emperador Augusto, en el sitio de la casa de Vedio Pollio.No era tan suficientemente complicado.']"
He once tried to feed a slave to the eels in his fish pond for simply dropping a dish.,['Una vez trató de alimentar a un esclavo a los hongos en su puente de peces por simplemente detener un pollo.']
"Luckily, the emperor was at the dinner and tamed his temper.","['Por suerte, el emperador estaba en la cena y tomó su temperatura.']"
"The litters are placed on the ground and the girls get out and arm in arm, two by two, they ascend the steps into the enclosed garden with many columns.","['Las chicas se encuentran en el suelo y las niñas salen y salen de brazo, dos por dos, ascenden los pasos al jardín cerrado con muchas columnas.']"
Domitia III shot off and is drawing on a column.,['Domitia III se dibujó y está dibujando en una columna.']
Domitia II joins her but seeks to read the graffiti higher up on the column.,['Domitia II la une pero busca leer el grafiti más alto en la columna.']
"She spots a drawing of gladiators and tries to imagine seeing them fighting, something she will never be permitted to do, except from the very rear of the Coliseum.","['Ella encuentra un dibujo de gladiadores y trata de imaginar verlos peleando, algo que nunca será permitida hacer, excepto del mundo más alto del Coliseo.']"
"From there, she will have a good view of the 50,000 spectators but will see little by way of blood and gore.","['Desde allí, tendrá una buena vista de los 50 000 espectadores, pero verá poco por manera de sangre y sangre.']"
"If she really wanted a decent view, she could become a vestal virgin and would sit right down the front.","['Si realmente quería una visión decente, podría convertirse en una virgen vestal y sentarse justo a la frente.']"
But a career tending the sacred flame of Vesta is not to everybody's taste.,['Pero una carrera tendiendo la sagrada flor de Vesta no es al sabor de todos.']
Domitia I has met another ten year old also decked out in the insignia of betrothal.,['Domitia he conocido a otro niño de 10 años también en la insignia de betrotal.']
"Home time.When they get there after the eighth hour, something is up.A smashed dish lies on the floor.","['El tiempo de casa.Cuando llegan allí después de la octava hora, algo está abajo.Un pedazo roto miente en el suelo.']"
All the slaves are being gathered together in the atrium and await the arrival of their master.,['Todos los esclavos están reunidos en el atrio y esperan llegar a su maestro.']
Dad is going to go mad.,['Papá va a estar loco.']
"He will not hit his children, but like many other Romans, he believes that slaves have to be punished.","['No golpeará a sus hijos, pero como muchos otros romanos, cree que los esclavos tienen que castigarse.']"
The whip lies ready for his arrival.,['La bomba miente preparada para su llegada.']
"No one knows who smashed the dish, but Dad will call the undertaker to torture it out of them, if he must.","['Nadie sabe quién rompió el plato, pero Papá llamará al empleado que lo torture de ellos, si debe.']"
The doorkeeper opens the front door to the house.,['El portero abre la puerta frente a la casa.']
"A hush comes over the anxious slaves.In walks not their master but, instead, a pregnant teenager.It is the master's eldest daughter, age 15, who is already a veteran of marriage and child birth.Guess what her name is.There is a five to ten percent chance s","['Una esperanza viene a los esclavos ansiosos.En caminos no es su maestra, sino, en cambio, un adolescente.Es la mayor hija del maestro, de 15 años, que ya es veterana del matrimonio y del nacimiento infantil.Adivinen cuál es su nombre.Hay un nombre del n']"
"As a teenage mother, she has proved that she is a successful wife by bringing children and descendants for her husband, who will carry on his name in the future.","['Como madre adolescente, ha demostrado que es una exitosa esposa traendo hijos y descendientes para su marido, que llevará su nombre en el futuro.']"
The family head off to the dining room and are served dinner.,['La familia sale a la sala de cocina y se sirve cena.']
It would seem Dad has had an invite to dinner elsewhere.,['Parecería que Papá había tenido una invitación a cenar en otra parte.']
"With dinner concluded, the girls crossed the atrium to bid farewell to their older sister who is carried home in a litter, escorted by some of Dad's bodyguards.","['Con la cena concluida, las chicas cruzaron el atrio para prestar bienvenida a su hermana mayor que se lleva a casa en una cama, escogidas por algunos de los cuerpos del papá.']"
"Returning to the house, the girls cross the atrium.","['Volviendo a la casa, las niñas cruzan el atrio.']"
"The slaves, young and old, male and female, await the return of their owner.","['Los esclavos, jóvenes y viejos, machos y mujeres, esperan el regreso de su propio propio.']"
"When he returns, he may exact vengeance, ensuring his power over the slaves is maintained through violence and terror, to which any slave could be subjected.","['Cuando regresa, puede exactamente venganza, asegurando que su poder sobre los esclavos se mantiene a través de violencia y terror, a los que cualquier esclavo podría ser sujeto.']"
"But, for the girls, they head upstairs for the night, ready for bed.","['Pero, para las niñas, se acercan de la escalera por la noche, listas para la cama.']"
Do you remember the story of Odysseus and the Sirens from high school or junior high school?,['¿Recuerdan la historia de Odiseo y las Sirenas de la secundaria o de la secundaria?']
"There was this hero, Odysseus, who's heading back home after the Trojan War.","['Había este héroe, Odiseo, que volvió a casa después de la Guerra Troya.']"
"And he's standing on the deck of his ship, he's talking to his first mate, and he's saying, ""Tomorrow, we will sail past those rocks, and on those rocks sit some beautiful women called Sirens.","['Y está parado en el piso de su barco, hablando con su primer compañero, y dice: ""Mañana, volaremos por esas rocas, y en esas rocas se sientan algunas hermosas mujeres llamadas Sirenas.']"
"And these women sing an enchanting song, a song so alluring that all sailors who hear it crash into the rocks and die.""","['Y estas mujeres cantan una canción encantante, una canción tan agradable que todos los saltadores que lo escuchan en las rocas y mueren"".']"
"Now you would expect, given that, that they would choose an alternate route around the Sirens, but instead Odysseus says, ""I want to hear that song.","['Ahora esperarían, dado eso, que elegirían una ruta alternativa alrededor de las Sirenas, pero en vez de Odiseo dice: ""Quiero oír esa canción.']"
"And so what I'm going to do is I'm going to pour wax in the ears of you and all the men -- stay with me -- so that you can't hear the song, and then I'm going to have you tie me to the mast so that I can listen and we can all sail by unaffected.""","['Y lo que voy a hacer es poner la manzana en los oídos de ustedes y todos los hombres, queden conmigo, para que no puedan escuchar la canción, y luego voy a tener que me acercarme a la maestría para que puedan escuchar y podamos todos.']"
So this is a captain putting the life of every single person on the ship at risk so that he can hear a song.,['Este es un capitán poniendo la vida de cada persona en la barca a riesgo para que pueda escuchar una canción.']
"And I'd like to think if this was the case, they probably would have rehearsed it a few times.","['Y me gustaría pensar que si este fuera el caso, probablemente lo hubieran enseñado unas veces.']"
"Odysseus would have said, ""Okay, let's do a dry run.","['Odiseo habría dicho: ""Bueno, hagamos un corriente seco.']"
"You tie me to the mast, and I'm going to beg and plead.","['Me acercan al maestro, y voy a empezar y plantear.']"
"And no matter what I say, you cannot untie me from the mast.","['Y sin importar lo que digo, no me pueden despedirme del maestro.']"
"All right, so tie me to the mast.""","['Muy bien, así que me acercan al maestro"".']"
"And the first mate takes a rope and ties Odysseus to the mast in a nice knot.And Odysseus does his best job playacting and says, ""Untie me.Untie me.I want to hear that song.Untie me.""And the first mate wisely resists and doesn't untie Odysseus.","['Y el primer compañero lleva una cabeza y lleva a Odiseo al maestro en un buen núcleo.Y Odiseo hace su mejor trabajo jugando y dice: ""Me acerca.Me acerca.Quiero escuchar esa canción.Me acerca"".Y el primer compañero se resiste y se resiste y se resiste ']"
"And then Odysseus says, ""I see that you can get it.","['Y luego Odiseo dice: ""Veo que puedes obtenerlo.']"
"All right, untie me now and we'll get some dinner.""","['Muy bien, despierteme ahora y obtendremos una cena"".']"
And the first mate hesitates.,['Y el primer amigo espera.']
"He's like, ""Is this still the rehearsal, or should I untie him?""","['Él dice: ""¿Todavía es la enseñanza, o debería despedirlo?""']"
"And the first mate thinks, ""Well, I guess at some point the rehearsal has to end.""So he unties Odysseus, and Odysseus flips out.He's like, ""You idiot.You moron.If you do that tomorrow, I'll be dead, you'll be dead, every single one of the men will be dead.","['Y el primer compañero piensa, ""Bueno, creo que en algún momento la enseñanza tiene que terminar"".Así que sale a Odiseo y Odiseo sale.Dice: ""Tú idiota.Tú moron.Si lo haces mañana, estaré muerto, muerto, cada canción de canción.']"
He throws the first mate to the ground.,['Lleva al primer amigo al suelo.']
"This repeats itself through the night -- rehearsal, tying to the mast, conning his way out of it, beating the poor first mate up mercilessly.Hilarity ensues.Tying yourself to a mast is perhaps the oldest written example of what psychologists call a commitm","['Esto se repite a través de la noche: enseñarse al maestro, saliendo de él, ganando al pobre primer amigo pobre por mercialmente.La hilaridad sucede.Tomarse a un maestro quizás es el ejemplo más escrito de la maestría quizás es el ejemplo más escri']"
Because there's two heads inside one person when you think about it.,['Porque hay dos cabezas dentro de una persona cuando piensas en ello.']
Scholars have long invoked this metaphor of two selves when it comes to questions of temptation.,['Los alumnos han invocado la metáfora de dos sí mismos cuando se trata de preguntas de tentación.']
"There is first, the present self.","['Está primero, el yo presente.']"
This is like Odysseus when he's hearing the song.,['Esto es como Odiseo cuando escucha la canción.']
"He just wants to get to the front row.He just thinks about the here and now and the immediate gratification.But then there's this other self, the future self.","['Simplemente quiere llegar a la parte frente.Simplemente piensa en lo aquí y ahora y la gratificación inmediata.Pero entonces hay este otro yo, el futuro.']"
This is Odysseus as an old man who wants nothing more than to retire in a sunny villa with his wife Penelope outside of Ithaca -- the other one.,"['Este es Odiseo como un hombre viejo que no quiere nada más que jubilar en una villa solar con su esposa Penelope fuera de Itaca, la otra.']"
So why do we need commitment devices?,"['Entonces, ¿por qué necesitamos dispositivos de compromiso?']"
"Well resisting temptation is hard, as the 19th century English economist Nassau William Senior said, ""To abstain from the enjoyment which is in our power, or to seek distant rather than immediate results, are among the most painful exertions of the human w","['Bueno, resistir la tentación es difícil, como dijo el economista inglés del siglo XVIII, Nassau William Senior, ""Para abstener del disfrute que está en nuestro poder, o buscar resultados inmediatos en vez de resultados inmediatos, son entre los más p']"
"If you set goals for yourself and you're like a lot of other people, you probably realize it's not that your goals are physically impossible that's keeping you from achieving them, it's that you lack the self-discipline to stick to them.","['Si se construyen objetivos para ti mismo y son como muchas otras personas, probablemente se da cuenta de que no son físicamente imposibles que te mantiene logrando, es que no te falta la autodisciplina para establecer.']"
It's physically possible to lose weight.,['Físicamente es posible perder peso.']
It's physically possible to exercise more.,['Físicamente es posible ejercitar más.']
But resisting temptation is hard.,['Pero resistir la tentación es difícil.']
The other reason that it's difficult to resist temptation is because it's an unequal battle between the present self and the future self.,['La otra razón por la que es difícil resistir las tentaciones es porque es una batalla igual entre el yo presente y el yo futuro.']
"I mean, let's face it, the present self is present.It's in control.It's in power right now.It has these strong, heroic arms that can lift doughnuts into your mouth.","['Quiero decirlo, el yo presente está presente.Está en control.Está en poder.Está en poder ahora.Tiene estos brazos fuertes y héroicos que pueden levantar los pollos en la boca.']"
And the future self is not even around.It's off in the future.It's weak.It doesn't even have a lawyer present.There's nobody to stick up for the future self.,['Y el yo futuro ni siquiera está alrededor.Está en el futuro.Es débil.Ni siquiera tiene un abogado presente.Ni siquiera hay abogado presente.']
And so the present self can trounce all over its dreams.,['Y así que el yo presente puede troncar todos sus sueños.']
"So there's this battle between the two selves that's being fought, and we need commitment devices to level the playing field between the two.","['Así que hay una batalla entre los dos sí mismos que se están peleando, y necesitamos mecanismos de compromiso para nivelar el campo de juego entre los dos.']"
Now I'm a big fan of commitment devices actually.,['Ahora soy un gran fan de los dispositivos de compromiso.']
"Tying yourself to the mast is the oldest one, but there are other ones such as locking a credit card away with a key or not bringing junk food into the house so you won't eat it or unplugging your Internet connection so you can use your computer.","['Tomarse al master es la más antigua, pero hay otras como bloquear una tarjeta de crédito con una clave o no traer comida junk en la casa para que no comas o no comer alimentos en la casa para que no comas o descargar tu conexión de Internet para que no']"
I was creating commitment devices of my own long before I knew what they were.,['Estaba creando dispositivos de compromiso mucho antes de saber qué eran.']
"So when I was a starving post-doc at Columbia University, I was deep in a publish-or-perish phase of my career.I had to write five pages a day towards papers or I would have to give up five dollars.And when you try to execute these commitment devices, you ","['Así que cuando era un post-doctorado en la Universidad de Columbia, estaba profundamente en una fase de publicación o pereza de mi carrera.Tenía que escribir cinco páginas al día hacia artículos o tenía que dar cinco dólares.Y cuando tratas de eje']"
Because it's not that easy to get rid of five dollars.,['Porque no es tan fácil deshacerse de cinco dólares.']
"I mean, you can't burn it; that's illegal.","['Quiero decir, no puedes quemarlo, eso es ilegal.']"
