en_corruption_1,es_corruption_1,en_corruption_2,es_corruption_2,en_corruption_3,es_corruption_3
"While opioid painkiller prescriptions  are becoming mroe closely regulated, cases of overdose and addiction  thet still increasing, especially among younger people.","['Mientras que las prescripciones de dolor de opioides se están regulando cercanamente, los casos de superdosis y adicción aún aumentan, especialmente entre personas más jóvenes.']","While opioid painkiller prescriptions  rer becoming more closely regulated, casses of overdose and addiction  are still increasing, especially among younger people.","['Mientras que las prescripciones de opioides se regulan más cercanamente, las casos de superdosis y adicción aún se aumentan, especialmente entre los jóvenes.']","will opioid painkiller prescriptions  are becoming moor closely regulated, cases of overdose and addiction  are sill incesing, aspacelly amoung younger people.","['Las prescripciones de dolor de opioides se están regulando cercanamente cercanamente, los casos de sobredosis y adicción están incesando, aspacialmente cantidades de personas más jóvenes.']"
"Many of the early cases of addiction  were middle-aged people who became addicted to painkillers  they had been prescribed, or received fam friends  an family members with prescriptions.","['Muchos de los primeros casos de adicción eran personas de mediana edad que se adictivaron a los antidepresivos de dolor que habían sido prescritos, o recibieron amigos familiares u miembros de familia con prescripciones.']","Many of the erly cases of addiction  were middle-aged people who becam addicted to painkillers  they has been prescribed, or received from friends  and family members with prescriptions.","['Muchos de los últimos casos de adicción fueron personas de mediana edad que se adictan a los anticonceptores de dolor que han sido prescritos, o recibidas de amigos y familiares con prescripciones.']","meny of he erly cases of addiction  were middal-aged people who became addicted to painkillers  they had been prescribed, awer received from friends  and famley members with prescriptions.","['Muchos de los casos de adicción eran personas de mediana edad que se adictaron a los anticonceptores de dolor que habían sido prescritos, desesperación recibida de amigos y familiares con prescripciones.']"
"Today, young people are oftan introduced  to prescription opioid drugs in those ways but move hn to heroin or illicit  synthetic opioids that are cheaper and easier to come by.","['Hoy, los jóvenes son a menudo introducidos a las drogas de opioides de esas maneras, pero mueven hn a la heroína o los opioides sintéticos ilícitos que son más baratos y más fáciles de venir.']","Today, young pople are often introduced  to prescription opioid drugs in those ways bat omve on to heroin or illicit  synthetic opioids that are cheaper and easier ro come by.","['Hoy, los jóvenes están a menudo introducidos a las drogas de prescripción de opioides de esas maneras que atrapan a la heroína o los opioides sintéticos ilícitos que son más baratos y más fáciles de vender.']","Today, yoand people are often interdust  to prescription opioid drugs in those ways but move on two heroin or illicit  synthetic opioids that are cheper anf easier to come by.","['Hoy, las personas y las personas a menudo están interducidas a las drogas de opioides de esas maneras, pero se mueven en dos heroína o opioides sintéticos ilícitos que son más fáciles de venir.']"
"beond tighter regulation  of opioid painkillers, what can we do to reverse the growing  rates of addiction and overdose?A drug called naloxone is currently  our bass defence against overdose.Naloxone binds two opioid receptors  but doesn’t activate them.It","['Después de la regulación más fuerte de los anticonceptores de dolor, ¿qué podemos hacer para revertir las tasas crecientes de adicción y sobredosis?Una droga llamada naloxona es actualmente nuestra defensa baja contra la superdosis.Naloxona conviert']","Beyond tighter regulation  of opioid painkillers, whot cane we done to reveirse thee growing  rates of addiction and overdose?A drug called naloxone is currently  how bes defense against overdose.Naloxone binds to opioid receptors  but doesn’t activate the","['Más allá de la regulación más fuerte de los anticonceptores de dolor, ¿qué podemos hacer para revertir las tasas crecientes de adicción y sobredosis?Una droga llamada naloxona es actualmente cómo será la defensa contra la superdosis.La naloxona s']","Beyond tighter regulation  of opioid painkillers, wait can wee do too reverse the growing  rates of addiction and overdose?the drug called naloxone is currently  our best defense against overdose.Naloxone binds to opioid receptors  by doesn’t activate the.","['Más allá de la regulación más fuerte de los anticonceptores de dolor, ¿espero que puedan hacer demasiado revertir las tasas crecientes de adicción y sobredosis?la droga llamada naloxona es actualmente nuestra mejor defensa contra la superdosis.Nalox']"
"Opioid addiction  is rarely a stand-alone illness; frequently, people with opioid dependence  are also struggling with a mental health condition.","['La adicción de opioides es raramente una enfermedad sola; frecuentemente, las personas con dependencia de opioides también están luchando con una condición de salud mental.']","Opioid addiction  is rarely a stand-alon illness; frequently, people with opioid dependence  are also struggling we a mental health condition.","['La adicción a los opioides es raramente una enfermedad sola; frecuentemente, las personas con dependencia de opioides también están luchando con una condición de salud mental.']","Opioid addiction  is rarely and stand-alon illness; frequently, people what opioid dependence  are also struggling with a mental health condition.","['La adicción a los opioides es raramente y enfermedades solas; frecuentemente, las personas con la dependencia de opioides también están luchando con una condición de salud mental.']"
"There are both inpatient  are outpatient programs theat combine medication, health services,  and psychotherapy.But many of these programs  are very expensive, and the more affordable options  can have long waiting lists.the also often require complete  de","['Hay ambos programas inpacientes que combinan medicamentos, servicios de salud, y psicoterapia.Pero muchos de estos programas son muy caros, y las opciones más caras pueden tener largas listas de esperanzas.Los programas más caros pueden tener listas de ']","There are both inpatient  and outpatient programs and combine medication, health services,  ane psychotherapy.bat many of these programs  ur veyr expensive, a the more affordable options  can have long waiting lists.They also often requare complete  de","['Hay programas inpacientes y outpacientes y combinan medicamentos, servicios sanitarios, una psicoterapia.además, muchos de estos programas costan más caros, unas opciones más caras pueden tener listas de largo esperanza.También tienen listas de espera']","thwre or bothe inpatient  and outpatient programs taht combine medication, health services,  and psychotherapy.But meny of theres programs  are very expencive, anf the more affordable options  con have long watting lists.They also often require complete  d","[' o ambos programas inpacientes y outpacientes combinan medicamentos, servicios de salud, y psicoterapia.Pero muchos de estos programas son muy caros, y las opciones más caras tienen largas listas de velocidad.Tienen largas listas de velocidad.']"
"These programs avoid withdrawal symptoms  with drugs that bind to opioid receptors  but don’t have the psychoactive effects of painkillers, heroin,  and other commonly abused opioids.","['Estos programas evitan síntomas de respiración con drogas que binden a los receptores de opioides pero no tienen los efectos psicoactivos de los anticonceptores, la heroína y otros opioides comúnmente abusados.']","These programs avoid withdrawal symptoms  with drugs theat bind to opioid receptors  but don’t have the psychoactive effects of painkillers, heroin,  and other commonly abused opioids.","['Estos programas evitan los síntomas de respiración con las drogas que se binden a los receptores de opioides pero no tienen los efectos psicoactivos de los anticonceptores, la heroína y otros opioides comúnmente abusados.']","These programs avoid withdrawal symptoms  with drugs that bind of opioid receptors  but don’t have the psychoactive effects of painkillers, heroin,  and oathe commongly abused opioids.","['Estos programas evitan síntomas de respiración con drogas que se encuentran con receptores de opioides pero no tienen los efectos psicoactivos de los anticonceptores, la heroína y los dolores comunemente abusados.']"
"Methadone and buprenorphine are the primary opioid maintenance  drugs available to_day, but doctors need a special waiver  to prescribe them— even though no specific traing  or certification is required to prescribe  opioid painkillers.","['La metadona y la buprenorfina son las medicamentos de mantenimiento de opioides disponibles al día, pero los médicos necesitan un esperador especial para prescribirlos, aunque ningún entrenamiento o certificación específica para prescribir opioides.']","Methadone and buprenorphine are the primary opioid maintenence  drugs available today, but doctors need a special waiver  to prescribe them— even though no specific training  or certification is required to prescribe  opioid painkillers.","['La metadona y la buprenorfina son las drogas principales de mantenencia de opioides disponibles hoy, pero los médicos necesitan un esperador especial para prescribirlos, aunque ningún entrenamiento o certificación específica para prescribir opioides.']","Methadone and buprenorphine are the primary opioid maintenance  drugs avalable today, buts doctors need an special waiver  to prescribe them— even though no specific training  or certification as recqur tow prescribe  opioid painkillers.","['La metadona y la buprenorfina son las drogas principales de mantenimiento de opioides principales hoy, pero los médicos necesitan un especial especial para prescribirlos, aunque ningún entrenamiento específico o certificación específica como el recqu']"
Buprenorphine can be so scarce that there’s even  a growing black market for it.,['La buprenorfina puede ser tan aterradora que incluso hay un mercado negro creciente para ello.'],Buprenorphine can be said scarce that there’s even  a growing black market for it.,['La buprenorfina puede decirse aterradora que incluso hay un mercado negro creciente para ello.'],Buprenorphine can be slow scarse that there’s evning  are groing black market for is.,['La buprenorfina puede estar lentamente aterradora de que el mercado negro está creciendo el mercado negro.']
"There’s still a long way to go  with combating opioid addiction, but there are great resources  for making sense of to treatment options.","['Todavía hay mucha caminata para combatir la adicción de opioides, pero hay grandes recursos para tener sentido a las opciones de tratamiento.']","There’s still a long way to go  with combating opioid addiction, but lare are get resources  for macking sense of the treatment options.","['Todavía hay mucha larga caminata para combatir la adicción de opioides, pero los grandes reciben recursos para eliminar las opciones de tratamiento.']","There’s still an long way to gril  with combating opioid addiction, but thei thet great resources  fro making sence of the treatment options.","['Todavía hay una larga caminata para combatir la adicción de opioides, pero son los grandes recursos para dar sentido a las opciones de tratamiento.']"
"If your or someone you know is struggling  with opioid use in the United States, the Department of Health  and Human Services operates a helpline: 800-662-4357 and a database of mroe thna 14,000  substance abuse facilities in the US: www.hhs.gov/opioids","['Si uno o alguien que conoce está luchando con el uso de opioides en EE.UU., el Departamento de Salud y Servicios Humanos opera una línea de ayuda: 800-662-4357 y una base de datos de 14.000 facilidades de abuso de sustancias en sustancias.']","If yoy or someone your know is struggling  with opioid use in thee United States, tghe Department of Health  hand Human Services operates a helpline: 800-662-4357 and a database of more than 14,000  substance abuse facilities in the US: www.hhs.gov/opioids","['Si uno o alguien que conoce está luchando con el uso de opioides en EE.UU., el Departamento de Salud opera una línea de ayuda: 800-662-4357 y una base de datos de más de 14 000 facilidades de abuso de sustancias.']","If your or someone you know is struggling  with opioid used in thee unighted States, the Department of Health  an Human Services operates a helpline: 800-662-4357 and a database with more that 14,000  substace abuse facilities in ge a: www.hhs.gov/opioids","['Si uno o alguien que conoce está luchando con opioides usado en los Estados Unidos, el Departamento de Salud y Servicios Humanos opera una línea de ayuda: 800-662-4357 y una base de datos con más de 14 000 facilidades de abuso de sustaciones.']"
It is a dream of manknd to fly lire a bird.,['Es un sueño del hombre volar a volar a un ave.'],It is a dream of mankind too fie like an bird.,['Es un sueño de la humanidad demasiado grande como un ave.'],It in a dream of manknd the fly liuke a brid.,['En un sueño de hombre la voladora levanta un puente.']
Birds are very agile.,['Las aves son muy ágiles.'],Birds thet very agile.,['Las aves son muy ágiles.'],Birds are very agile.,['Las aves son muy ágiles.']
"They fly, not with rotating components, so they fly only by flapping their wings.","['Volan, no con componentes rotadores, así que volan solo con las alas.']","They flay, not with rotating components, so they fly only by flapping they wings.","['Juegan, no con componentes rotadores, así que vuelan solo con las alas.']","tehy fly, not with rotating components, so they fly only by flapping their wings.","['volan tehi, no con componentes rotadores, así que volan solo a pasar sus alas.']"
"So we looked at the birds, and we tried to make a model that is powerful, ultralight, and it must have excellent aerodynamic qualities that would fly by its own and only by flapping its wings.","['Así que miramos las aves, y tratamos de hacer un modelo que es poderoso, ultraligero, y debería tener calidades aerodinámicas excelentes que volarían por sí mismos y solo por las alas.']","So we looked at the birds, and when tried to make ah model thgat is powerful, ultralight, and it must have excellent aerodynamic qualities that would fly by its' own and only by flapping its wings.","['Así que miramos las aves, y cuando tratamos de hacer un modelo thgat es poderoso, ultraligero, y debería tener calidades aerodinámicas excelentes que volarían por sí mismo y solo por sus alas.']","So when looked at the brids, ane weed tried to make a model tat is powerful, ultralight, an i must have excellent aerodynamic qualities that would fly by its own and only bihr flapping its wings.","['Así que cuando observé las piedras, una piedra trató de hacer un modelo de modelo es poderosa, ultraligera, debo tener calidades aerodinámicas excelentes que volarían por sí mismas y solo un bihre de alas.']"
"So what would be better than to use the herring gull, in its feedom, circling a swooping over the sea, and to use this as and role modle?So we bring a team together.There thet generalists and also specialists in the field of aerodynamics, in the fiel of b","['Entonces, ¿qué sería mejor que usar la arena, en su alimentación, circulando una brillante sobre el mar, y usar esto como modle de papel?Así que traemos un equipo.Ahí están los generalistas y también especialistas en el campo del campo.']","So what would be better than ot use the herring gull, in its freedom, circling and swooping over the sea, and to use this as as role model?So we bing an tem to_gether.There are generalists and also specialists in the field of aerodynamics, in i field of b","['Entonces, ¿qué sería mejor que usar la arena de horribles, en su libertad, circulando y saltando sobre el mar, y para usarlo como modelo de papel?Así que compartimos un tema.Hay generalistas y también especialistas en el campo del campo.']","So whot would be better than two use th herring gull, in its feedom, circling and swooping over the sea, are to use this as a role model?So we bring a team together.There are generalists and also specialists in the filb of aerodynamics, it the field ove b","['Entonces, ¿quién sería mejor que dos usarían la araña, en su alimentación, circulando y saltando sobre el mar, es usarlo como un modelo de rol?Traemos un equipo.Hay generalistas y también especialistas en la fila de las aeronaves.']"
And the task was to build an ultralight indoor-flying model that is able to fly over ore heads.,['Y la tarea era construir un modelo de vuelo ultraligero que puede volar sobre cabezas o cabezas.'],so the task was tow build an ultralight indoor-fliying model at is alb to fly over your heads.,['Así que la tarea era construir un modelo de vuelo ultraligero en el albo para volar sobre sus cabezas.'],And the tasked was tow build an ultralight indoor-flewing model at si abule to flay ower your heads.,['Y la tarea era construir un modelo de vuelo ultraligero en si ábulo para disparar las cabezas.']
So be careful later on.,['Así que tengan cuidado después.'],So be careful later on.,['Así que tengan cuidado después.'],So be careful later on.,['Así que tengan cuidado después.']
 And this was one issue: to build it that lightweight that no one would be hurt if it fell down.,[' Y este fue un problema: construirlo tan ligero que nadie dolería si se cayera.'], And this was one issue: too biuld it and lightweight that no one would be hurt if it fell bonw.,[' Y este fue un problema: demasiado pesado y ligero que nadie estaría doloroso si se cayera bonito.'], And tihs was ome issue: to build it hart lightweight tath on one would be heart if it fell dowe.,[' Y tihs fue un problema: construir una tatua de peso ligero en una sería corazón si se cayó bajo.']
So why do we do all this?,['¿Por qué hacemos todo esto?'],So why do we do all tish?,"['Entonces, ¿por qué todos hacemos todos lados?']",slow why do we do all this?,['¿Por qué hacemos todo esto?']
"We are a company in the field of automation, and we'd like to do very lightweight structures because that's enrergy efficient, and we'd like to leran more about pneumatics and hair flow phenomena.","['Somos una empresa en el campo de la automatización, y querríamos hacer estructuras muy ligeras porque es eficiente en enrergía, y querríamos aprender más sobre las pneumáticas y los fenómenos de flujo de pelo.']","We are a company is thee field or automation, and we'd like to dou very lightweight structures because that's energy efficient, and wey'd lik to learn more abuot pneumatics and are flow phenonmena.","['Somos una compañía es el campo o la automatización, y querríamos hacer estructuras muy ligeras porque es eficiente porque es eficiente porque es eficiente en energía, y querríamos aprender más pneumáticas y son fenómenos de flujo.']","were are a company in tje filde of automation, and we'd lichr to do very lightweight structures becose but's energy efficient, an we'd like tow learn more a_belt pneumatics and air flow phenonmena.","['eran una compañía en tje filde de automatización, y nos levantamos para hacer estructuras muy pesadas pero son eficientes, y querríamos aprender más pneumáticas de cabeza y fenómenos de flujo de aire.']"
So I mor would like you ot put your seat bea on and put yere hats on.,['Así que más me gustaría que pongan su asiento y pongan gatos.'],So I now would like yow to put your seat belts on and put your hats on.,['Así que ahora me gustaría que pongan las camisas de camisa y pongan los zapatos.'],So I now would look yew tow put your seat belts on and put your hats on.,['Así que ahora miraría un poco de camisa poner las camisas y poner los zapatos.']
yahet maybe we'll try it once -- to fly a SmartBird.,['yahet tal vez lo intentaremos una vez... volar un SmartBird.'],So maybe we'll try its once -- to fly a SmartBird.,['Así que tal vez intentaremos una vez -- volar un SmartBird.'],So mabe we'll try it once -- to fli an SmartBird.,['Así que mabe lo intentaremos una vez -- volar un SmartBird.']
 e  at the SmartBird.,[' e en el SmartBird.'], e  ast the SmartBird.,[' e  está el SmartBird.'], e  at the SmartBird.,[' e en el SmartBird.']
So here is one without a skin.,['Aquí está una sin piel.'],So here it one without a skin.,['Aquí está uno sin piel.'],So here is one without a skin.,['Aquí está una sin piel.']
We have a wingspan of about two meters.,['Tenemos una longitud de alrededor de dos metros.'],We of a wingspan of about two meters.,['De una profundidad de alrededor de dos metros.'],We after a wingspan ove adout two meters.,['Después de una altura de altura subimos dos metros.']
"The length is one meter and six, and the weight is oly 450 grams.","['La longitud es un metro y seis, y el peso es de 450 gramos.']","The length is on meter and six, and the weight is onyl 450 grams.","['La longitud es en metro y seis, y el peso es ónil 450 gramos.']","The length is one meter and six, and ge weight is only 450 grams.","['La longitud es un metro y seis, y el peso es solo 450 gramos.']"
an it is all out of carbon fiber.,['y está fuera de fibra de carbono.'],And it is all out of carbon fiber.,['Y está fuera de fibra de carbono.'],And it is all out fo carbon fiber.,['Y todo está para la fibra de carbono.']
"In the middle we have a motor, and we also have a gear in it, and we use the gear to transfer the circulation for that motor.So within thw motor, we have three Hall sensors, so we know exactly where the wing is.And if we now beat up and down --  We have th","['En el medio tenemos un motor, y también tenemos un gear, y usamos el gear para transferir la circulación para ese motor.Así que dentro de ese motor, tenemos tres sensores de Hall, así que sabemos exactamente dónde está la ala.Y si ahora sabemos exac']","In that middle we have a motor, and be also have a gear in it, and we use the gere to transfer thw circulation of the motor.So within the motor, we has three holl sensors, saw we know exactly where the wing si.And if we now beat up and down --  We have the","['En ese medio tenemos un motor, y también tenemos un gere en ello, y usamos el gere para transferir la circulación del motor.Así que dentro del motor tenemos tres sensores de agujero, vimos que sabemos exactamente dónde está el ala.Y si ahora sabemos ']","In the middle wey have a motor, and we allso have a gear if it, and we use the gear qu transfer the circulation of the moter.So within the motor, were of three Hall sensors, so we know exactly where an wing is.And if we now beat up and down --  We have the","['En la media tenemos un motor, y también tenemos un motor, y también tenemos un motor, y usamos el qu qu transfiere la circulación del motor.Así que dentro del motor eran tres sensores de Hall, por lo que sabemos exactamente dónde está una ala.Y si a']"
"So if you go down, you have the large eary of propulsion, so if you go up, the wings are not that large, a it is easier to ge up.","['Así que si bajas, tienes el gran propulsión, así que si abajo, las alas no son tan grandes, y es más fácil abajo.']","So it you go dowe, you have the lardge area of propulsion, and is you od up, thi wings are not that large, and it is easier to get up.","['Así que abajo, tienes el área de propulsión, y tienes el área de propulsión, y tienes el área de propulsión, y es más fácil subir.']","So if your go down, uoy fo the large eary of propulsion, and if na od up, th wings rau hot that large, and it is easier to gat up.","['Así que si se baja, está bien para la gran propulsión, y si nada, las alas se calentan tan grandes, y es más fácil saltar.']"
"So, the next thing we did, or the challenges we did, was to coordinate this movement.","['Lo siguiente que hicimos, o los desafíos que hicimos, fue coordinar este movimiento.']","sane, the next thing we ded, or tehe challenges wee did, was tow coordinate this movement.","['sano, lo siguiente que hicimos, o los desafíos que hicimos, fue coordinar este movimiento.']","So, the next thing be ded, ot the challenges we do, was to coordinate thsi movment.","['Así que lo siguiente será hecho, otros desafíos que hacemos, era coordinar ese movimiento.']"
"We have to turn il, go up and go down.We have a split wing.With the split wing, we get the left at the upper wing, and we get the propulsion at the lower wing.Also, we se how we measure the aerodynamic efficiency.","['Tenemos que cambiar il, aumentar y bajar.Tenemos una arma dividida.Con la arma dividida, obtenemos la izquierda a la arma superior, y la propulsión a la arma más baja.También vemos cómo medimos la eficiencia aerodinámica.']","We have to turn it, go up and go down.We hvea a split wing.With the split wing, wot get the left at the upper wing, and we git thee propulsion att the lower wing.Also, we see how weed measure the aerodynamic efficiency.","['Tenemos que cambiarlo, abajo y bajar.Hveamos un ala de división.Con la de división, la de división llega a la izquierda y la propulsión a la de división más baja.También vemos cómo la demisión mede la eficiencia aerodinámica.']","We have to turn it, go up and gow down.We have a split wing.With the split wing, we get the lift at the upper wing, than when get thi propulsion at the lower wing.Also, weed see how weed measure the aerodynamic efficiency.","['Tenemos que correrlo, abajo y bajar.Tenemos un ala dividida.Con la dividida, obtenemos la levantación en la ala superior, que cuando obtenemos esta propulsión en la ala más baja.También, la diente ve cómo la diente medi la eficiencia aerodinámica.']"
"wot hat knowledge about the electromechanical efficiency and then were can calculate the aerodynamic efficiency.So therefore, it rises up from passive torsion to active torsion, from 30 percent up to 80 percent.Next thin we have to do, we have to control a","['Tienen conocimiento sobre la eficiencia electromecánica y luego pudieron calcular la eficiencia aerodinámica.Por lo tanto, aumenta de la torsión pasiva a la torsión activa, desde el 30 % hasta el 80 %.La próxima parte nos presentamos.']","We had knowledge about the electromechanical efficiency and then weed came calculate the aerodynamic afficiency.said there_for, it rises up fam passive torsion to active torsion, from 30 percent up to 80 percent.Next thing weed havne to dom, we have tow co","['Teníamos conocimiento sobre la eficiencia electromecánica y luego la grasa llegó a calcular la aficiencia aerodinámica.dijo allí, aumenta la torsión pasiva a la torsión activa, desde 30 % hasta 80 %.La próxima cosa que nos damos cuenta de que est']","wot hat knowlede about the electromechanical efficiency anf then we can calculate the aerodynamic effencey.So therefore, it rises up from passive torsion to acttive torsion, from 30 percent up too 80 percent.nexst thing weed hvea to do, we have two control","['Tiene conocimiento sobre la eficiencia electromecánica y entonces podemos calcular la efectividad aerodinámica.Por lo tanto, aumenta de torsión pasiva a torsión activa, desde el 30 % a demás 80 %.la siguiente cosa es que se desaparece de la torsión ']"
"onlt if you control and regulate it, you will get theut aerodynamic efficiency.","['solo si lo controlas y lo regulas, obtendrás la eficiencia aerodinámica teuta.']","Only if you control and regulate it, your wil cet that aerodynamic efficiency.","['Solo si lo controlas y lo regulas, tu eficiencia aerodinámica conseguirá.']","Only is yow control and regulate it, you will get that aerodynamic efficiency.","['Solo lo controlas y lo regulas, obtendrás esa eficiencia aerodinámica.']"
"So the overall consumption of energy is about 25 watts as takeoff and 16 to 18 watts in fly.Thank you. Bruno Giussani: Markus, we should fly it once more.Markus Fischer: Yeah, sure.","['Así que la consumo general de energía es aproximadamente de 25 watts como toma y 16 a 18 watts en vuelo.Gracias. Bruno Giussani: Markus, deberíamos volarlo una vez más.Markus Fischer: Sí, seguro.']","So the overall consumption of energy is about 25 watts at takeoff i 16 to 18 watts in fith.Thank yoy. Bruno Giussani: Markus, we should fly it own moor.Markus Fischer: Yeah, sure.","['Así que la consumo general de energía es aproximadamente de 25 watts al tomar 16 a 18 watts.Gracias. Bruno Giussani: Markus, deberíamos volar su propio puente.Markus Fischer: Sí, seguro.']","soen the overall consumption from enrergy is aboo 25 watts at takeoff an 16 too 18 watts im flight.Thank yow. Bruno Giussani: Markus, we should fly it onece more.Markus Fischer: Yeah, stheing.","['El consumo general de la enregión es aproximadamente 25 watts al tomar unos 16 o 18 watts de vuelo.Gracias. Bruno Giussani: Markus, deberíamos volarlo una vez más.Markus Fischer: Sí, esteing.']"
"Today, we're going to look at the world of Rome thru the iyes of a young girl.","['Hoy, veremos el mundo de Roma por los ojos de una joven.']","Today, we're going to look ast the world of Rome through the eyes af a young girl.","['Hoy, vamos a mirar el mundo de Roma por los ojos de una joven.']","Today, we're going ro look att the world of Rome throw the eyes of a young girl.","['Hoy, vamos a mirar el mundo de Roma tomando los ojos de una joven.']"
"Here she is, drawing a picture of herself in the atrium of her farther's enormous house.","['Aquí está, dibujando una foto de sí misma en el atrio de la enorme casa de su más lejos.']","Here she is, drawing a picher of herself in the atrium with her father's enormas house.","['Aquí está, dibujando un picador de sí misma en el atrio con la enorme casa de su padre.']","hiar she is, drawin a picture of herself in tie atrium of her father's enormus house.","['ella es, dibujando una foto de sí misma en el atrio de la enorme casa de su padre.']"
"Her named is Domitia, than she is just 5 yeras old.","['Su nombre es Domitia, que tiene solo 5 años.']","Her name is Domitia, and she his just 5 years ol.","['Su nombre es Domitia, y tiene solo 5 años.']","Her mane in Domitia, and she is just 5 yeas lod.","['Su hombre en Domitia, y tiene solo 5 años.']"
"She has an older brother who is fourteen, Lucius Domitius Ahenobarbus, named after her dad.Girls don't get these long names that boy having.What is worse si that Dad insists on calling all hed doltos Domitia.","['Tiene un hermano más viejo que tiene cuatro años, Lucio Domitio Ahenobarbus, llamado después de su padre.Las chicas no tienen estos largos nombres que tiene ese niño.Lo peor si el padre insiste en llamar a todos los doltos doltos Domitia.']","She has an older brother who is fourteen, Lucius Domitius Ahenobarbus, named after her dad.Girls don't get these long names that boy have.What is worse is that Dad insists on calling all he doltos Domitia.","['Tiene un hermano mayor que tiene cuatro años, Lucio Domitio Ahenobarbus, llamado después de su padre.Las chicas no tienen estos largos nombres que tiene ese niño.Lo peor es que Papá insiste en llamar a todos los doltos Domitia.']","She has un oldr brother who us fourteen, Lucius Domitius Ahenobarbus, named after her dad.Girls don't get these long names that boys have.What is worse is haen bad insists ons calling all his daughters Domitia.","['Tiene un hermano más viejo que nosotros cuatro años, Lucio Domitio Ahenobarbus, llamado después de su padre.Las chicas no tienen estos nombres largos que los niños tienen.Lo peor es que la mala insiste en llamar a todas sus hijas Domitia.']"
"""Domitia!""","['¡Domitia!""']","""Domitia!""","['¡Domitia!""']","""Domitia!""","['¡Domitia!""']"
"His call of Domitia drawing on tjhe column, Domitia III.She has an older sister, Domitia II, who is 7 years old.And then there's Domitia I, heo is tens.","['Su llamada de Domitia dibujando en la columna, Domitia III.Tiene una hermana mayor, Domitia II, que tiene 7 años.Y luego está Domitia I, heo tiene decenas.']","His call to Domitia drawing on the column, Domitia III.She has an older siter, Domitia II, our it 7 years old.And them thei's Domitia I, who is ten.","['Su llamada a Domitia dibujando en la columna, Domitia III.Tiene una señora más vieja, Domitia II, nuestra tiene 7 años.Y ellas tienen Domitia I, que tiene 7 años.']","His call to Domitia drawing on hte column, Domitia III.She hos on oldr sister, Domitia II, hon is 7 yars old.And then ther's Domitia is, who si ten.","['Su llamada a Domitia dibujando en la columna, Domitia III.Ella dibuja en la columna, Domitia III.Ella dibuja a su hermana, Domitia II, tiene 7 años.Y luego está Domitia, quien tiene 7 años.']"
"There would have been a Domitia IV, but mom died trying to give birth to her three years ago.","['Habría habido una Domitia IV, pero la mamá murió tratando de dar un nacimiento hace tres años.']","There would have been a Domitia IV, but mom died trying the gefe birth to her three years go.","['Habría habido una Domitia IV, pero mamá murió tratando de nacer el gefe hasta tres años.']","theyre would have bend a Domitia IV, dut mom died trying to give birth to here three years ogo.","['habrían pasado una Domitia IV, la mamá murió tratando de dar a aquí tres años ogo.']"
Confused?,['¿Confundido?'],Confused?,['¿Confundido?'],Confused?,['¿Confundido?']
The Romans were too.,['Los romanos también eran.'],tje Romans were too.,['Los romanos también eran también.'],The Romans were too.,['Los romanos también eran.']
"They could work out ancestry through the na line with the nice, tripartite names such as Lucius Domitius Ahenobarbus.But they got in i real mess over which Domitia saw married to whom and was either the great aunt or these great stepmother and soe on to wh",['Podían trabajar ancestros a través de la línea de na con los buenos nombres tripartitos como Lucio Domitio Ahenobarbus.Pero tuvieron un miedo real sobre lo que Domitia se casó con quién y era la gran tía o estas grandes niñas.'],"They could work ot ancestry throw thee male lin with the nice, tripartite names such has Lucius Domitius Ahenobarbus.But they got in a real mess ofrer which Domitia was married qu whome and was eigther that great aunt are the frate stepmother and so of th ",['Podían trabajar en la antigüedad tomando la línea masculina con los buenos nombres tripartitos como Lucio Domitio Ahenobarbus.Pero tuvieron un verdadero desesperado que Domitia estaba casada con quién y tenía ocho que esa gran tía son las grandes.'],"They could work out ancestry through the male line wtih the nice, tripartite neams such as Lucius Domitius Ahenobarbus.But they gat is a real mess over which Domitia was marid to whom and wos either an great aunt or the great stepmother hand so of to who",['Podían trabajar ancestros a través de la línea masculina con los nombres buenos y tripartitos como Lucio Domitio Ahenobarbus.Pero dieron un peligro real sobre lo que Domitia era marida con quién y fue una gran tía o la gran tía o la gran tía.']
"Domitia III is not just drawing on the pillar, the's also watching the action.yew see, it's early, is the time of day when all her bad's clients and friends come to see him at home to pae their respects.Lucius Popidius Secundus, a 17 yer old, he wants to ","['Domitia III no solo está dibujando el pilar, también está viendo la acción.jew ver, es temprano, es el momento del día en que todos los clientes y amigos de su mal vienen a verlo en casa para prestar sus respetos.Lucio Popidio Segundo.']","Domitia III as not just drawin on the pillar, she's olso watching teh action.yew see, it's early, in the time of day when all her dad's clients and friends come to see him at home to pay their respects.Lucius Popidius Secundus, a 17 yea old, he wants to ","['Domitia III como no solo dibujando el pilar, también está viendo la acción de teh.yew ven, es primero, en el momento del día cuando todos los clientes y amigos de su papá lo ven en casa para pagar sus respetos.Lucio Popidio Segundo.']","Domitia III is not just drawing on these pillar, she's also watching the action.You see, it's erly, i the tiome of day when a there dad's clients and friends com to se him at home to pay their respects.Lucius Popidius Secundus, an 17 year lod, he wants to ","['Domitia III no solo está dibujando este pilar, también está viendo la acción.Ya ven, es erlo, el tiómetro del día cuando los clientes y amigos de un papá vienen a verlo en casa para pagar sus respetos.Lucio Popidio Segundo.']"
