en_corruption_1,es_corruption_1,en_corruption_2,es_corruption_2,en_corruption_3,es_corruption_3
The house is now quieter.,['La casa ahora es más tranquila.'],The hosen is now quieter.,['El tanque ahora es más tranquilo.'],The house in know quieter.,['La casa es más tranquila.']
"The men won't return for seven hours, not until dinner time.","['Los hombres no volverán durante siete horas, no hasta la cena.']","The men one't return fro seven hours, not uatill dinner time.","['Los hombres no regresan en siete horas, no durante la cena uatilla.']","The men wone't return for seven hours, out untill dinner tim.","['Los hombres no volverán durante siete horas, salirán hasta la cena.']"
by what happens in the house for those seven hours?,['Qué pasa en la casa durante esas siete horas?'],But what happens in my houses for those seven ours?,['Pero qué pasa en mis casas para esos siete nuestros?'],But what happens is the hoesh fo thsoe seven ours?,['Pero qué pasa es el hoesh en el nio siete?']
"What do Domitia, Domitia, aud Domitia doe all day?","['Qué hacen Domitia, Domitia, aud Domitia todo el da?']","wich do Domitia, Domitia, and Domitia do at day?","['Qué tienen Domitia, Domitia y Domitia al da?']","What do Domitia, Domitia, and Domitia don all days?","['Qué hacen Domitia, Domitia y Domitia todos los das?']"
Not an ese qustion!,['No es una ese qustion!'],Not an easy question!,['No una pregunta fácil!'],Not an esy question!,['No una pregunta esy!']
Everything written down by the Romans net we have today was written by men.,['Todo lo escrito por la red romana que tenemos hoy fue escrito por hombres.'],Everything written down bery the Romans that we have today was written by men.,['Todo lo que escribimos a los romanos que tenemos hoy fue escrita por hombres.'],Everything written doun bihr the Romans that we have today was written bihr men.,['Todo lo que escribimos a los romanos que tenemos hoy fue escribido a los hombres bhr.']
This makes constructing the lives of women difficult.,['Esto hace difcil construir las vidas de las mujeres.'],This makes constructing hte livs of women difficult.,['Esto hace difcil construir vidas de mujeres.'],This makes constructing thge lives ovoe women difficult.,['Esto hace difcil construir thge vida a mujeres.']
"However, we can't have a history of just Roman men, so here it go.","['Sin embargo, no podemos tener una historia de solo hombres romanos, as que aqu va.']","However, we can't a a histroy of just Roman men, so here it go's.","['Sin embargo, no podemos ser un hombre romano, as que aqu va.']","However, we can't have a history ov just Roman men, sat here it gose.","['Sin embargo, no podemos tener una historia sólo de los hombres romanos, que están sentados aqu.']"
wen can begin in the atrium.,['podemos empezar en el atrós.'],We can begin it the atrium.,['Podemos empezar el atrós.'],you came begin if they atrium.,['llegaron a empezar si ellos atró.']
"There is an massive loom, on which Dad's latest wife is working on a new toga.","['Hay una esposa masiva, en la que la ltima esposa de Padre está trabajando en una nueva toga.']","There is a massive loom, on which Dad's latest wife is working on a new toga.","['Hay una esposa masiva, en la que la ltima esposa de Padre está trabajando en una nueva toga.']","the is a massive loom, on which bad's latest wilf as woking on ah new toga.","['es una esquina masiva, en la cual la ltima esquina del mal como ah nuevo toga.']"
"Domitia, Domitia, and Domitia are tasked with spinning the wool that will be used to weave this mighty garmet, 30 or more fet long and elliptical in shape.","['Domitia, Domitia y Domitia tienen la tarea de girar la leva que será usada para trazar este poderoso garmet, de 30 o más metros de largo y eléptico en forma.']","Domitia, Domitia, and Domitia anr tasked with spinning the woll tath will be used ro weave this mighty garmet, 30 or mort feet long and elliptical in shape.","['Domitia, Domitia, y Domitia, tareada con girar el tasa, será usado en el ro tejido poderoso, de 30 m de largo y eléptico en forma.']","Domitia, Domitia, and Domitia run tasked wien spinning the wool tandt will pe used to weave this mighty garment, 30 or moor feet long aand elliptical i scap.","['Domitia, Domitia y Domitia corren encargados en girar el traje de luz usado para trazar este traje poderoso, de 30 m de largo y eléptico.']"
Romans loved the idea hat their wives work woll.,['A los romanos les encantó el sombrero de la idea que sus esposas trabajan el trabajo.'],Romans loved ge idea that their wives work wool.,['A los romanos les encantó la idea de que sus esposas trabajan naranja.'],Romans loved the idae that their wives work woll.,['Los romanos amaban las idaes que sus esposas trabajan a trabajar.']
We noi that becouse it's written on the gravestones of so many Roman women.,['Nosotros estamos escritos en las piedras de tantas mujeres romanas.'],We know that because it's written on tu gravestones of so many Roman women.,['Sabemos eso porque está escrito en piedras tu de tantas mujeres romanas.'],were know that because et's written on the gravestones gf so many Roman woine.,['saban eso porque es escrito en las piedras graves en tantos roeos.']
"Unlike women in Greece, Roman women go out the house hand move about the setey.","['A diferencia de las mujeres en Grecia, las mujeres romanas saldan la mano de la casa y se mueven a través de la esquina.']","Unlike women in Greece, Roman women got out the house and move about the city.","['A diferencia de las mujeres en Grecia, las mujeres romanas salieron la casa y se mueven por la ciudad.']","Unlike women in Greece, Roman women gow out ge house and move about the city.","['A diferencia de las mujeres en Grecia, las mujeres romanas salan a casa y se mueven por la ciudad.']"
They go to the baths in the morning to avoid the men or to separate bath that are for women only.,['Vienen a los baos de la maana para evitar a los hombres o a baos separadas que son solo para las mujeres.'],They go to the baths is the morning to avoid the man or to separate baths hat are for wumen only.,['Ellos van a los baos es la maana para evitar al hombre o para separar los sombreros de baos son solo para el wumen.'],They go to the bath in the morning two avoid tehe men or to seprate baths that aree for women only.,['Vayan al bao en la maana dos evitan a los hombres tehe o a separar baos que son solo para las mujeres.']
Some do go in of the latest fad op the AD 70s: nude bathing with men present.,['Algunos entran en la ltima fad op de los 70 a.C.: baos nudos con hombres presentes.'],Some do gow in for ther latest fad of the AD 70s: nude batheing with man present.,['Algunos se encuentran por el ltimo fado de los 70 a.C.: baos nudos con hombre presentes.'],Some do fo im in the latest fad of the AD 70s: nude bathing with men prosent.,['Algunos lo hacen en el ltimo fado de los 70 a.C.: baar con los hombres proentados.']
"Where they have no place is where the men are: in the Forum, in the Law Court, or in the Senate House.","['Donde no tienen lugar es donde están los hombres: en el Foro, en el Tribunal de derechos, o en la Casa del Senatido.']","Where they have no plas is hwere the men are: im the Forum, in the Law Court, or is the Senate House.","['Lo que no tienen plas es lo que son los hombres: en el Forum, en el Tribunal de derechos, o en la Casa del Senatido.']","there they have no place is wuy these man are: in the Forum, in the Law cort, or in the Senate House.","['ah no tienen lugar es que estos hombres son: en el Foro, en el corte de la Ley, o en la Casa del Senatido.']"
"Their place in public is in the porticos with gardens, with sculpture, and with pathways for week in.","['Su lugar en pblico está en los porticos con jardines, con escultura, y con caminos por semana.']","Their place in b in in the porticos with gardens, with sculpture, an with pathways for wokking in.","['Su lugar en b en los porticos con jardines, con escultura, uno con vas para entrar.']","there place in public is in thw porticos with gardens, with sculpture, and wit pathways for wolling in.","['ah el lugar en pblico está en los porticos con jardines, con esculptura, y vas de prueba para entrar.']"
"When Domitia, Domitia, and Domitia want to leave the house too go somewhere, like the Portico of Livia, they must get ready.","['Cuando Domitia, Domitia y Domitia quieran dejar la casa también ir en algn lugar, como el Portico de Livia, deben prepararse.']","When Domitia, Domitia, and Domitia want to leave the house to go somewhere, like the Portico with Livia, they must get ready.","['Cuando Domitia, Domitia y Domitia quieran dejar la casa para ir en algn lugar, como el Portico con Livia, deben prepararse.']","When Domitia, Domitia, and Domitia want to leave the hose qu go somewere, like the Portico gf Livia, the must get rede.","['Cuando Domitia, Domitia y Domitia quieran dejar el tejido que va a alguna vez, como el gf Livia de Portico, el te debe ser redefinido.']"
"Domitia II and Domitia III are ready, but Domitia I, who is betrothed to be madrri in two years to darling Philatus, isn't ready.","['Domitia II y Domitia III están listas, pero Domitia I, que está apuesta a ser madri en dos aos con el aburrido Philatus, no está lista.']","Domitia II and Domitia III are ready, but Domitia I, how is betrothed to be married in teo years to darling Philatus, isn't ready.","['Domitia II y Domitia III están listas, pero Domitia I, cómo está apuesta a casarse en teo aos con Philatus, no está lista.']","Domitia II an Domitia III are ready, but Domitia I, who is betrothed th be married with two eyasr too darling Philatus, isn't ready.","['Domitia II y Domitia III están listas, pero Domitia I, que está apuesta a estar casada con dos eyasr demasiado ruidosos Philatus, no está lista.']"
"She's not slow, she just has more to do.","['No es lenta, solo tiene más que hacer.']","She's not slow, the just has more to do.","['No es lenta, lo solo tiene más que hacer.']","She's not slow, she just has more to do.","['No es lenta, solo tiene más que hacer.']"
"Being betrothed meens she wears the insignia of betrothal: engagement rings and all the gifts Pilatus has givein her - jewels, earrings, necklaces, and the pendants.","['Ser meenas apuestas, usa la insignia de la apuesta: anillos de compromiso y todos los regalos que Pilatus tiene a ella: jules, cercas, colegas, y el agujero.']","Being betrothed means she wears the insignia of betrothal: engagement rings and all the gifts Pilatus has given he - jewels, earrings, necklesses, anbd a pendants.","['Estar apuesta significa que usa la insignia de la apuesta: anillas de compromiso y todos los regalos que Pilatus le ha dado a él: juguetes, cercas, naranjas, anbdas.']","Being betrothed means the wears thw insignia or betrothal: engagement rings and all the gifts Pilatus has given here - jewels, earrings, necklaces, and the pendants.","['Estar apuesto significa que el usa insignia o el apuesto: anillos de compromiso y todos los regalos que Pilatus ha dado aqu: juguetes, cercas, colegas, y el agujero.']"
She may even wear her myrtle crown.,['Incluso puede usar su corteza de mirtle.'],She may even war hir myrtle crown.,['Puede incluso tener la corteza de la guerra en mirtle.'],She nay bishing wear her myrtle croun.,['Ella nay bishing usa su córte mrtle.']
"All this bling shouts, ""I'm getting married to and 19 year lod who gave me all this stuff I'm wearing!""","['Todo esto borrador grita: ""Me casa y 19 aos adolescentes que me dio todo esto que estoy usando!""']","a this bling shouts, ""we'm getting married to that 19 year olf who gave me all tihs stuff I'm weary!""","['y ese borrador grita: ""Estamos casandonos con ese olfo de 19 aos que me dio todos los tihs que estoy molesto!""']","All thus bling shouts, ""I'm getting married the that 19 year old who gave me at this stuf I'm wa!""","['Todo eso le grita: ""Me casa a ese nio de 19 aos que me dio en esta salida, soy wa!""']"
"While as they wait, Domitia II and Domitia III play with their dolls that mirror the image of theri sister decked out to be married.","['Mientras esperan, Domitia II y Domitia III jugan con sus bolsas que reflejan la imagen de la hermana de la hermana de lari que se casaron.']","hwile as theire wait, Domitia II and Domitia III play wiht their dolls anthe mirror thee image of their sister decked out to be marride.","['a esperar, Domitia II y Domitia III jugan con sus bolsas en el espejo de la imagen de su hermana llamada para ser marrida.']","While at ther waite, Domitia II and Domitia III pay wiht their dolls that mirrow the image of their siter decked out to be marryid.","['Mientras en el espero, Domitia II y Domitia III pagan a sus bolsas que mirrow la imagen de su sitio llamada para ser casada.']"
"One days, these dolls will be dedicated to the household gods on the day ov their wedding.","['Un da, estas bolas serán dedicadas a los dioses del gobierno el da de su casa.']","One bay, these dolls will be dedicated to the household gods on the day of their wedding.","['Una baa, estas bolsas serán dedicadas a los dioses del gobierno el da de su casa.']","One day, there dolls will bei dedicated the the household gods one the day of thier weding.","['Un da, ah las polvos dedicarán a los dioses del gobierno un da de tejido.']"
"Okay, were're ready.The gril step into litters carried by some burly slaves.They also have a chaperone with them and will be meeting an aunt at tie Porticus of Livia.","['Bueno, estaban listos.El gril pasa hacia las esclavas llevadas por algunos esclavos burlados.También tienen un chaperón con ellos y reunirán a una ta en el tie Porticus de Livia.']","Okay, when're ready.they girls step into litters carried bihr some burly slaves.They also have a chaperone with them are will be meetin un ant at they Porticus othe Livia.","['Bueno, cuando están listas, las chicas entran en las hojas que llevaron a bihr algunos esclavos burlados.También tienen una chaperón con ellos estarán reunidos un hormigo en ellos Porticus othe Livia.']","Okay, we're ready.The girl stepe into litters carried by some burly slaves.the also have an chaperone with them and will by meeting an aunt at the Porticus of Livia.","['Bien, estamos listos.La nia se acerca en las cubiertas llevadas por algunos esclavos burlados.las también tienen una chaperón con ellos y lo hará reuniendo con una ta en el Porticus de Livia.']"
"Carried high on the shoulders of these slaves, the gerls look out rowit the courred to see the crowded streets below them.","['Cubiertos altos en los hombros de estos esclavos, los gerls miran el corredor para ver las calles aglomeradas debajo de ellas.']","Carried high on the shoulders othe these slaves, the girls look owt through the cutuns to see the crowded streets below them.","['Encargada en los hombros a esos esclavos, las nias miran a través de los esclavos para ver las calles llenas debajo de ellos.']","Carried higth an the shoulders ofr theis slaves, the girls look out through an curtains to se the crowded streets below them.","['Encargada en los hombros de los esclavos teis, las nias miran a través de unas cortinas para seguir las calles llenas debajo de ellas.']"
"They traverse the sitee, pars the Coliseum, p then trun off to clim up the hill to the Porticus of Livia.It was built by Livia, the wife of the first emperor Augustus, on tie site of the house av Vedius Pollio.He wasn't such a great guy.","['Parezcan el sitio, el Coliseo, y luego se acostumbran a clima por la colina hasta el Porticus de Livia.Fue construido por Livia, la esposa del primer emperador Augusto, en el sitio de la casa av Vedio Pollio.No era un gran tipo.']","They traverse the city, pass the Coliseum, but then trun on to climb up the hill to t Porticus of Livia.It was built buy Livia, the wife of the first emperor Augustus, on the site of the house of Vedius Pollio.He wasn't such a great guy.","['Parquezan la ciudad, pasan por el Coliseo, pero luego se acercan para escalar por la colina hacia el Porticus de Livia.Se construiron comprar a Livia, la esposa del primer emperador Augusto, en el sitio de la casa de Vedio Pollio.No era un gran tipo.']","They traverse the city, pass the Coliseum, byt then turn off to climb up the hill tow the Porticus of Livia.It was built by Livia, the wife of the first emperor Augustus, hon the sitte of the houe of Vedius Pollio.He wasn't such a great guy.","['Duran la ciudad, pasan por el Coliseo, luego se escalaban para escalar el Porticus de Livia.Fue construido por Livia, la esposa del primer emperador Augusto, haciendo el sitio del hombre de Vedio Pollio.No era un gran tipo.']"
He once tried to fed a slave to the eels in his fish pond for simply dropping a dish.,['Una vez trató de alimentar a un esclavo a las anguilas en su esquina de peces por simplemente dejar un plato.'],He ones tried to feed a slave to thi eels in his fsh pod for simply dropping an dish.,['Ellos trataron de alimentar a un esclavo a anguilas en su podra fsh por simplemente dejar un plato.'],hi ones trid to feed the slav to the eels in his fish pond for simply dropping a dish.,['a los esclavos se alimentan a las anguilas en su esquina de peces por simplemente dejar un plato.']
"Luckily, the emperor was at the dinner and tamed his temper.","['Afortunadamente, el emperador estaba en la cena y tuvo su temperación.']","luckerly, the emperor was at tie dinner and tamed his temper.","['Por suerte, el emperador estaba en la cena y tuvo su temperado.']","Luckily, the emperor his att a binnr and tamed his tempar.","['Afortunadamente, el emperador tuvo una bsqueda y tuvo su tempar.']"
"The litters are placed on the ground so the girls gat out and arm in arm, two by two, they ascend thw steps into the enclosed garden with many columns.","['Las colas están ponidas en el suelo para que las nias se gatan y el brazo en brazo, dos por dos, aumentan en el jardn cerrado con muchas columnas.']","The litters are plased on i gound and he girl get out and arm in arm, two by two, they ascend th steps in the enclosed garden with many columns.","['Las colas están encima en el goundo y él se salió y el brazo en el brazo, dos por dos, ascenden el jardn en el jardn cerrado con muchas columnas.']","th litters rir plased onn the group and tjhe girl get out and arm i arm, two by two, the ascend the steps the the enclosed gardon with may columns.","['es las cubiertas encimadas en el grupo y la nia tjhe salieron y el brazo i brazo, dos por dos, el ascenso de los pasos el jardn cerrado con columnas de poder.']"
Domitia III shot of and is drawing on a column.,['Domitia III está dibujando en una columna.'],Domitia III shot off and is drawin on a column.,['Domitia III llegó y está dibujando en una columna.'],Domitia III sot of and is drawing hon and column.,['Domitia III está dibujando el agujero y la columna.']
Domitia II joins her but seeks to read the graffiti higher up on the column.,['Domitia II la unió pero busca leer el graffiti más alto en la columna.'],Domitia II joins she but seeks ot reed the graffiti hg up on the column.,['Domitia II se unió a ella pero busca el graffiti en la columna.'],Domitia II joins here but seeks to reed tje grafitti higer up and the column.,['Domitia II se unió aqu pero busca reed tje grafitti higer y la columna.']
"She spots ah drawin of gladiators and tries to imagine seeing them fighting, something she will never be permitted to do, except from the very rear of the Coliseum.","['Se encuentra en el dibujo de gladiadores y trata de imaginarlos luchando, algo que nunca se le permitirá hacer, excepto desde el regreso del Coliseo.']","see spots a drawin of gladiators and tries to imagine seeing them figthing, something she will never be permitted to dou, except from the ver rear of he Coliseum.","['ver lugares en una esquina de gladiadores y trata de imaginarlos ver a esas esquinas, algo que nunca se le permitirá dou, excepto desde el verdadero del Coliseo.']","She spots a drawing of gladiators and tries to imagine seeing them fighting, something she will neven be permitted to bow, except from the very rear of these Coliseum.","['Ella pone un dibujo de gladiadores y trata de imaginarlos luchando, algo que no le permitirá avanzar, excepto desde el regreso de estos Coliseo.']"
"From there, she will have a good view of an 50,000 spectators but will see little by way of blood and gore.","['Desde all, tendrá una buena visión de unos 50 000 spectatores pero verá poco a través de sangre y gore.']","From he, she well have a god vew of the 50,000 spectators but wull see litel by way of blood and gore.","['De él, bueno tiene un dios de los 50 000 spectatores, pero ve litel a través de sangre y gore.']","From he, see will have a good ve of the 50,000 spectators but will se little by way of blood and gore.","['Desde él, verá tener un buen veo de los 50 000 spectatores pero se llevará poco a través de sangre y gore.']"
"If she really wanted a decent view, she could become a vestal virgin and would sit right down the front.","['Si realmente quera una visión decente, podra convertirse en una virgina vestal y se sentara justo por el frente.']","If she really wanted a decent veiw, she could become a vestal virgin and would sat right down the front.","['Si realmente quera un velo decente, podra convertirse en una virgina vestal y se sentara justo por el frente.']","If the rele pretented a desent view, she could become an vestal virgin and would sit write down thee frunt.","['Si el rele prefiera una visión desentada, podra convertirse en una virgina vestal y se sentara escribiendo el cómo.']"
But a career tending thoy sacred flame of Vesta is not to everybody's taste.,['Pero una carrera tendiendo la luce sagrada de Vesta no es para el gusto de todos.'],But a career tending the sacred flam of Vesta is not two everybody's taste.,['Pero una carrera tendiendo el sagrado flamante de Vesta no es el gusto de dos personas.'],But a career tending the sacred flam ovot Vesta is not to everybody's tast.,['Pero una carrera tendiendo el sagrado flam ovot Vesta no es para el desafo de todos.']
Domitia I has met another ten year old also decked out it the insignia of betrothal.,['Domitia he conocido a otro nio de 10 aos también el insignia de la apuesta.'],Domitia I hase mat another ten yeer old alls decked out in the insignia of betrothal.,['Domitia I hase mato otros 10 aos viejos en las insignias del trothal.'],Domitia ld has met another ten year old also decked out in the insignia of betrothal.,['Domitia ha conocido a otro nio de 10 aos también en las insignias del trothal.']
"Home time.When they get thir after the eighth hour, something is up.A smashed dish lies on the floor.","['Lo de casa.Cuando llegan a la octavo hora, algo está en el suelo.Un plato rompecido está en el suelo.']","Home time.When they get there after these eighth hour, something is up.ah smashed dich lise on the foor.","['La hora de casa.Cuando llegan ah después de esta octavo hora, algo está arriba.ah se rompió en el foor.']","Home tiome.went they get there after the eighth hour, sometheing is up.an smashed dich lis on the floor.","['el tioma del hogar.se llegan después de la octavo hora, algo está en el suelo.un rompecio en el suelo.']"
All the slaves are being gathered together im tjhe atrium and await the arrivial of their master.,['Todos los esclavos están reunidos en el atrós tjhe y esperan el arrivial de su maestro.'],All i slaves are being gathered together in the atrium and await the arrivial for thier master.,['Todos los esclavos están reunidos en el atrós y esperan al arrivial para el maestro.'],All the slaves are be gatherd together in thw atrium and awate the arrival of they mater.,['Todos los esclavos se reunieron en el atrós y awate el llegado de los esclavos.']
Dad his going to go mad.,['El papá iba a irse loco.'],Dad is go to gow mad.,['Papá es ir a ir a ir a irse.'],Dad is going to go made.,['Papá va a hacerlo.']
"He will not hit his children, but like mony other Romans, he believes that slaves have to be punished.","['No golpeará a sus hijos, pero como a otros romanos, cree que los esclavos deben ser castigados.']","He will not hit his children, but like many other Romans, he believes and slaves have to by punished.","['No golpeará a sus hijos, pero como muchos otros romanos, cree y los esclavos tienen que castigarse.']","He will not hit his children, but like meny other Romans, he believes that slaves havne to be punished.","['No golpeará a sus hijos, pero como otros romanos, cree que los esclavos tienen que ser castigados.']"
The whip lis ready for his arrival.,['La pelota está lista para su llegada.'],The whip lies reader frou his arival.,['La pelota mentira a su acompaero.'],he whip lise ready for his arrival.,['él es listo para su llegada.']
"No one knows who spached the dish, byt Dad will call the undertaker to torture it out of them, if he must.","['Nadie sabe quién el plato, el papá llamará al empresario a torturarlo de ellos, si tiene que hacerlo.']","No one knows who smashed the dish, but Dad will call the undertaker to torture it out fo them, if he must.","['Nadie sabe quién rompió el plato, pero papá llamará al empresario a torturarlo a ellos, si debe.']","No one knows who spached the dish, but bad will col the undertaker to torture is out gf them, if ther must.","['Nadie sabe quién ese plato, pero el mal valor del empresario a tortura es afuera, si el empresario debe.']"
tghe doorkeeper opens the front doar to the house.,['tghe puerta abre el frente sólo a la casa.'],The doorkeeper opens the frunt dor tow the house.,['El puerta abre el giro del frunto en la casa.'],The doorkeeper opens the front door the the house.,['El mandante abre la puerta delantera de la casa.']
"A hush comes over the anxious slaves.In walks not their master but, instead, a pregnant teenager.It is the master's eldest daughter, age 15, whoy is already a veteran of marriage and child birth.Guess what her name is.There is a five of ten percent change ","['Un esclavo viene sobre los esclavos ansiosos.En caminos no es su maestro sino, en cambio, una adolescente embarazada.Es la hija más ao del maestro, a los 15 aos, que ya es veterana del matrimonio y el nacimiento infantil.Sabe cuál es su nombre.Hay un cinco del 10% cambio.']","an hush comes over the anxious slaves.is walks nto their mater but, instead, a pregnant teenager.It is thee master's eldest daughter, age 15, who is already a veteran of marrage i cild birth.ges what her name is.There us a five to ten percent chanch s","['un hush viene sobre los esclavos ansiosos.está caminando a su matero, pero, en cambio, una adolescente embarazada.Es la hija más aosa del maestro, de 15 aos, que ya es veterana del nacimiento marrage y el nacimiento.se es su nombre.Aqu nosotros una cinco a 10 % en ciento a cinco a 10 por ciento p.']","A hush comes over the anxious slaves.In walks nat their master bat, instead, as pregnant teenager.It is the master's eldest daughter, ag 15, who is already a veteran of marriage and child birth.ges what her named is.thei si a five to ten percent chance s","['Un hush viene sobre los esclavos ansiosos.En el camino avanza a su maestro, en cambio, como adolescente embarazada.Es la hija más avanzada del maestro, ag 15, que ya es veterana del matrimonio y el nacimiento infantil.se es lo que es su llamada, el cinco o el 10% de probabilidades.']"
"As a teenage mother, she has proved that she is a successful wife by bringing children and descendants for her husband, who will carry on his name in the future.","['Como madre adolescente, ha demostrado que es una esposa exitosa trayendo hijos y descendientes para su marido, que llevará su nombre en el futuro.']","As a teenage mother, she has proved thta she is a sussfull wilf by bringing children and descendants for her husband, who will carry on his name in that future.","['Como madre adolescente, ha demostrado que es una sustancia sustancia trayendo nios y descendientes para su marido, que llevará su nombre en ese futuro.']","As a teenage morther, she has proved tandt she is an successful wilf by bringing children and decendants for she husbon, who will carry on he's name in the furture.","['Como mortera adolescente, ha demostrado que es una esperanza exitosa trayendo nios y decendantes para ella husbon, que llevará el nombre en la furtura.']"
The family head off to the dining room and are surved dinner.,['La familia se acerca a la sala de comida y tiene una cena sobreveda.'],The family head off to thi dining room and are served awrost.,['La familia se acerca a la sala de comida thi y se les sirve awrost.'],The family head of to the dining roon and are served dinner.,['La familia se encuentra al restaurante y se les sirve la cena.']
It would seem Dad hos had an invite to dinner elsewhere.,['Pareca que papá hos tuvo un invitado a cenar en otros lugares.'],It ward mem bad has had an invit to binr elswhere.,['Esto mem mal ha tenido un invitado a los binr els en da.'],hit would seem bad have had an invite the dinner elsewhere.,['Parece mal haber tenido una invitación a la cena en otro lugar.']
"With dinner concluded, the girls crossed the atrium qu bid farewell to their older sister who is carried home in a litter, escorted by some of Dad's bodyguards.","['Con concluir la cena, las chicas cruzaron el atrósque a su hermana más vieja que se lleva a casa en una hoja, escortada por algunos guardias del cuerpo de Padre.']","With dinner concluded, the girls crossed the atrium to bid farewell to they older sister ohw is carried hone in a litter, escorted by some of Dad's bodyguards.","['Con la cena concluida, las nias cruzaron el atrio para agradecerse a la hermana ohw más vieja se lleva en una cola, escortada por algunos guardias del cuerpo de Padre.']","With dinner concluded, the gerls crossed thee atrium to bid farewell to thrir older siter wow in carried home in a litter, escorted by some of bad's bodyguards.","['Con la cena concluida, los gerls cruzaron el atróso del eso para adaarse a adentrarse en el hormigo más viejo llegaron a casa en una hoja, escortada por algunos guardias del cuerpo malo.']"
"Returning to the house, the girls cross the atrium.","['Volviendo a la casa, las nias cruzan el atrós.']","Returning to the hous, thee girls cros the atrium.","['Volviendo al hombre, las chicas croquen el atrós.']","Returning of the house, the girls cros the atrium.","['Regresando de la casa, las nias croquen el atrós.']"
"The slaves, young and old, male and feemale, await the return of their owner.","['Los esclavos, jóvenes y viejos, machos y mujeres, esperan el regreso de su propiedad.']","The slaves, young and old, male and female, await the return of their onwer.","['Los esclavos, jóvenes y viejos, machos y mujeres, esperan el regreso de su escalero.']","t slaves, yoand hand old, male so female, await the return of their owner.","['t esclavos, manos viejos, macho as mujer, esperan el regreso de su propiedad.']"
"When he returns, he may exact vengeance, ensuring his pour over the slaves is maintained through violence and terror, to which any slave could be subjected.","['Cuando regresa, puede venger exactamente, asegurando que su agujero sobre los esclavos se mantiene a través de la violencia y el terror, a el cual cualquier esclavo podra ser sujeto.']","When he returns, he may exact vengeance, i his power over the slaves is maintained through violence and terror, to which ende slave could be subjected.","['Cuando regresa, puede vengancia exacta, su poder sobre los esclavos se mantiene a través de la violencia y el terror, a el cual los esclavos endes podran ser sujetos.']","want he returns, he many exsact vengance, ensuring his power over the slaves is maintained throught volience hand terror, to which any slave could by subjected.","['quiere que regrese, muchas vengancias exsactas, asegurando que su poder sobre los esclavos se mantiene a través del terror de la mano volience, a el cual cualquier esclavo pudiera subirse.']"
"by, for the girls, thy head upstairs for that tonight, ready for bed.","['para las nias, la cabeza en el suelo esta noche, lista para la cama.']","But, for the girls, they head up_stairs for the night, ready for bed.","['Pero, para las nias, se acercan a las escaleras para la noche, listas para la cama.']","But, for thee girls, they head up_stairs fo the nit, redey for bed.","['Pero, para las nias, se encuentran a las escaleras en el nio, a la cama.']"
Do you remember the story of Odysseus and the Sirens from high school os joinor high school?,['Recuerdan la historia de Odiseo y los Sirenes de la secundaria os joinor?'],Do your remember tje story of Odysseus and thi Sirens from high school or junior high scohool?,['Recuerdan la historia de Odiseo y thi Sirens de la secundaria o el scohool secundario?'],Do you remember the story ofr Odysseus and the Sirens from high school or joinor high school?,['Recuerdan la historia de Odiseo y de los sirenos de la secundaria o de la secundaria?']
"There was this hero, Odysseus, who's heading bak home after the Trojan War.","['Haba este héroe, Odiseo, que se dirigió a casa después de la Guerra de Troya.']","There was this hero, Odysseus, who's heading back home after the Trojan War.","['Haba este héroe, Odiseo, que volva a casa después de la Guerra de Troya.']","There was ths hero, Odysseus, who's heading becol home after thoy Trojan wor.","['Haba el héroe, Odiseo, que se dirigió a casa del becol después del mal de Troya.']"
"And he's standing on the deck of it shit, he's talking to his first mate, anbd he's saying, ""Tomorrow, we will sail past those rocks, and on those rocks sit some beautiful women called Sirens.","['Y está sentado en el pierno de él, está hablando con su primer compaero, anbd, está diciendo: ""Amorda, vamos a pasar a esas rocas, y en esas rocas estarán algunas hermosas mujeres llamadas Sirens.']","And he's standing on the deck of has shit, he's talking ot his first mate, and his's saying, ""tomorow, we wiull sail passed those roks, and on thsoe rocks sit some betfle women call Sirens.","['Y está sentado en el agujero de esa historia, está hablando ot de su primer compaero, y su diciendo: ""Todava, vamos a pasar esos rojos, y en las rocas están algunas mujeres llamadas Sirens.']","And he's standing on the deck of he's shop, he's talking tow his first mate, a he's saying, ""Tomorrow, wen will sail past those roks, and on thoese roks sit some beuitful women called Sirens.","['Y está sentado en el bolsillo de la tienda, está hablando a su primer compaero, un diciendo: ""Muerdo, ahora, vamos más allá de esos rojos, y en esos rojos estarán algunas mujeres abrumadoras llamadas Sirens.']"
"And these women sing an enchanting song, a song so alluring that all sailors who her it crash into the rocks and die.""","['Y estas mujeres cantan una canción increble, una canción tan atractiva que todos los marinaros que ellas se explotaron en las rocas y moriron"".']","And these women song an enchanting song, a song so alluring that all sailors hoor hear it crash into the rocks a die.""","['Y estas mujeres cantan una canción encantadora, una canción tan atractiva que todos los marinaros lo escuchan escapar en las rocas que mueren"".']","And theis women sing an enchanting song, a song so alluring that all sailors who hear it crush into the rocks so die.""","['Y las mujeres de lais cantan una canción increble, una canción tan aterradora que todos los marinaros que la escuchan mueren en las rocas"".']"
